,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,parahippocampal-lh,posteriorcingulate-lh,posteriorcingulate-rh
bankssts-lh,0.7851239669421488,0.0,0.08264462809917356,0.008264462809917356,0.02066115702479339,0.008264462809917356,0.07851239669421488,0.01652892561983471
frontalpole-lh,0.0,0.8652482269503546,0.1276595744680851,0.0,0.0,0.0,0.0070921985815602835,0.0
frontalpole-rh,0.06741573033707865,0.14232209737827714,0.5730337078651685,0.0149812734082397,0.02247191011235955,0.0,0.11610486891385768,0.06367041198501873
fusiform-lh,0.0,0.0,0.004132231404958678,0.359504132231405,0.29132231404958675,0.32231404958677684,0.0,0.022727272727272728
inferiortemporal-lh,0.0066518847006651885,0.0,0.008869179600886918,0.3325942350332594,0.34146341463414637,0.29711751662971175,0.0,0.013303769401330377
parahippocampal-lh,0.0,0.0,0.0,0.31856540084388185,0.270042194092827,0.3881856540084388,0.0,0.023206751054852322
posteriorcingulate-lh,0.06406685236768803,0.016713091922005572,0.09749303621169916,0.0,0.0,0.0,0.5682451253481894,0.25348189415041783
posteriorcingulate-rh,0.007220216606498195,0.0,0.07581227436823104,0.032490974729241874,0.01444043321299639,0.032490974729241874,0.3574007220216607,0.48014440433212996
