,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P8,TP10,CP6,Cz,T8,FT10,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,C6,C2,FC4,AF8,AF4,F2,FCz
Fz,0.046,0.024,0.052,0.05,0.0,0.05,0.0,0.0,0.008,0.002,0.002,0.0,0.006,0.006,0.004,0.004,0.0,0.05,0.05,0.0,0.048,0.046,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.05,0.034,0.022,0.002,0.05,0.0,0.0,0.03,0.05,0.052,0.002,0.05,0.0,0.008,0.0,0.05,0.0,0.006,0.05,0.0,0.042,0.006,0.004
F3,0.03194888178913738,0.04153354632587859,0.03514376996805112,0.03194888178913738,0.009584664536741214,0.03194888178913738,0.009584664536741214,0.012779552715654952,0.006389776357827476,0.01597444089456869,0.01597444089456869,0.012779552715654952,0.003194888178913738,0.003194888178913738,0.019169329073482427,0.019169329073482427,0.012779552715654952,0.03194888178913738,0.03194888178913738,0.012779552715654952,0.02875399361022364,0.03194888178913738,0.006389776357827476,0.02875399361022364,0.012779552715654952,0.012779552715654952,0.006389776357827476,0.0,0.006389776357827476,0.03194888178913738,0.03194888178913738,0.025559105431309903,0.01597444089456869,0.03194888178913738,0.009584664536741214,0.003194888178913738,0.025559105431309903,0.03194888178913738,0.03514376996805112,0.01597444089456869,0.03194888178913738,0.0,0.006389776357827476,0.0,0.03194888178913738,0.009584664536741214,0.022364217252396165,0.03194888178913738,0.0,0.04153354632587859,0.022364217252396165,0.019169329073482427
F7,0.03731343283582089,0.019402985074626865,0.05970149253731343,0.056716417910447764,0.0,0.058208955223880594,0.0,0.0014925373134328358,0.005970149253731343,0.0029850746268656717,0.0029850746268656717,0.0014925373134328358,0.004477611940298508,0.004477611940298508,0.004477611940298508,0.004477611940298508,0.0014925373134328358,0.05373134328358209,0.04328358208955224,0.0014925373134328358,0.04477611940298507,0.034328358208955224,0.0,0.03582089552238806,0.0014925373134328358,0.0014925373134328358,0.0,0.0,0.0,0.041791044776119404,0.025373134328358207,0.016417910447761194,0.0029850746268656717,0.0626865671641791,0.0,0.0,0.022388059701492536,0.056716417910447764,0.06417910447761194,0.0029850746268656717,0.05223880597014925,0.0,0.005970149253731343,0.0,0.056716417910447764,0.0,0.005970149253731343,0.058208955223880594,0.0,0.03283582089552239,0.005970149253731343,0.004477611940298508
FT9,0.03840245775729647,0.018433179723502304,0.06144393241167435,0.05837173579109063,0.0,0.059907834101382486,0.0,0.0,0.006144393241167435,0.0015360983102918587,0.0015360983102918587,0.0,0.004608294930875576,0.004608294930875576,0.0030721966205837174,0.0030721966205837174,0.0,0.055299539170506916,0.0445468509984639,0.0,0.04608294930875576,0.03533026113671275,0.0,0.03686635944700461,0.0,0.0,0.0,0.0,0.0,0.043010752688172046,0.026113671274961597,0.016897081413210446,0.0015360983102918587,0.0629800307219662,0.0,0.0,0.02304147465437788,0.05837173579109063,0.06451612903225806,0.0015360983102918587,0.053763440860215055,0.0,0.006144393241167435,0.0,0.05837173579109063,0.0,0.004608294930875576,0.059907834101382486,0.0,0.03225806451612903,0.004608294930875576,0.0030721966205837174
FC5,0.0,0.0024752475247524753,0.0,0.0,0.05198019801980198,0.0,0.04702970297029703,0.04702970297029703,0.0,0.01485148514851485,0.01485148514851485,0.05693069306930693,0.0,0.009900990099009901,0.01485148514851485,0.009900990099009901,0.05693069306930693,0.0,0.0,0.05693069306930693,0.0,0.0,0.05693069306930693,0.0,0.04950495049504951,0.054455445544554455,0.05693069306930693,0.0,0.054455445544554455,0.0,0.0,0.0,0.05693069306930693,0.0,0.04455445544554455,0.03712871287128713,0.0,0.0,0.0,0.05693069306930693,0.0,0.04455445544554455,0.0,0.0,0.0,0.05693069306930693,0.007425742574257425,0.0,0.019801980198019802,0.0,0.009900990099009901,0.009900990099009901
FC1,0.037821482602118005,0.018154311649016642,0.06202723146747353,0.059001512859304085,0.0,0.060514372163388806,0.0,0.0,0.006051437216338881,0.0015128593040847202,0.0015128593040847202,0.0,0.0045385779122541605,0.0045385779122541605,0.0030257186081694403,0.0030257186081694403,0.0,0.05446293494704992,0.04387291981845688,0.0,0.0453857791225416,0.03479576399394856,0.0,0.036308623298033284,0.0,0.0,0.0,0.0,0.0,0.04236006051437216,0.025718608169440244,0.01664145234493192,0.0015128593040847202,0.06505295007564296,0.0,0.0,0.0226928895612708,0.059001512859304085,0.06656580937972768,0.0015128593040847202,0.0529500756429652,0.0,0.006051437216338881,0.0,0.059001512859304085,0.0,0.0045385779122541605,0.060514372163388806,0.0,0.03177004538577912,0.0045385779122541605,0.0030257186081694403
C3,0.0,0.0027247956403269754,0.0,0.0,0.05449591280653951,0.0,0.04904632152588556,0.04904632152588556,0.0,0.01634877384196185,0.01634877384196185,0.05449591280653951,0.0,0.008174386920980926,0.01634877384196185,0.010899182561307902,0.05449591280653951,0.0,0.0,0.05449591280653951,0.0,0.0,0.05449591280653951,0.0,0.051771117166212535,0.05449591280653951,0.05449591280653951,0.0,0.05449591280653951,0.0,0.0,0.0,0.05449591280653951,0.0,0.04632152588555858,0.04087193460490463,0.0,0.0,0.0,0.05449591280653951,0.0,0.043596730245231606,0.0,0.0,0.0,0.05449591280653951,0.008174386920980926,0.0,0.01907356948228883,0.0,0.010899182561307902,0.010899182561307902
T7,0.0,0.005012531328320802,0.0,0.0,0.05263157894736842,0.0,0.05012531328320802,0.05012531328320802,0.0,0.017543859649122806,0.017543859649122806,0.05513784461152882,0.0,0.005012531328320802,0.017543859649122806,0.012531328320802004,0.05513784461152882,0.0,0.0,0.05513784461152882,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05513784461152882,0.05263157894736842,0.0,0.05012531328320802,0.0,0.0,0.0,0.05513784461152882,0.0,0.047619047619047616,0.03759398496240601,0.0,0.0,0.0,0.05513784461152882,0.0,0.040100250626566414,0.0,0.0,0.0,0.05513784461152882,0.010025062656641603,0.0,0.015037593984962405,0.002506265664160401,0.012531328320802004,0.012531328320802004
TP9,0.0423728813559322,0.03389830508474576,0.0423728813559322,0.0423728813559322,0.0,0.0423728813559322,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.025423728813559324,0.025423728813559324,0.0,0.0,0.0,0.0423728813559322,0.0423728813559322,0.0,0.0423728813559322,0.0423728813559322,0.0,0.0423728813559322,0.0,0.0,0.0,0.0,0.0,0.0423728813559322,0.0423728813559322,0.03389830508474576,0.0,0.0423728813559322,0.0,0.0,0.03389830508474576,0.0423728813559322,0.0423728813559322,0.0,0.0423728813559322,0.0,0.03389830508474576,0.0,0.0423728813559322,0.0,0.00847457627118644,0.0423728813559322,0.0,0.0423728813559322,0.00847457627118644,0.0
CP5,0.0,0.015957446808510637,0.0,0.0,0.0425531914893617,0.0,0.0425531914893617,0.047872340425531915,0.0,0.0425531914893617,0.0425531914893617,0.047872340425531915,0.0,0.0,0.0425531914893617,0.031914893617021274,0.047872340425531915,0.0,0.0,0.047872340425531915,0.0,0.0,0.03723404255319149,0.0,0.047872340425531915,0.047872340425531915,0.03723404255319149,0.0,0.03723404255319149,0.0,0.0,0.0,0.047872340425531915,0.0,0.0425531914893617,0.031914893617021274,0.0,0.0,0.0,0.047872340425531915,0.0,0.02127659574468085,0.0,0.0,0.0,0.0425531914893617,0.026595744680851064,0.0,0.005319148936170213,0.010638297872340425,0.031914893617021274,0.031914893617021274
