,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P8,TP10,CP6,Cz,T8,FT10,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,C6,C2,FC4,AF8,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.07337526205450734,0.0,0.0,0.05660377358490566,0.0,0.023060796645702306,0.0,0.0,0.06708595387840671,0.04612159329140461,0.07756813417190776,0.0,0.0,0.0,0.0,0.07547169811320754,0.0,0.0,0.010482180293501049,0.04821802935010482,0.0,0.010482180293501049,0.0,0.0,0.0,0.0,0.0,0.023060796645702306,0.0,0.03563941299790356,0.0,0.023060796645702306,0.0,0.04612159329140461,0.04821802935010482,0.0,0.0,0.0,0.07547169811320754,0.0,0.07547169811320754,0.0,0.05241090146750524,0.041928721174004195,0.018867924528301886,0.039832285115303984,0.031446540880503145,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.06462585034013606,0.0,0.05102040816326531,0.0,0.07482993197278912,0.047619047619047616,0.0,0.0,0.0,0.034013605442176874,0.04081632653061224,0.07482993197278912,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.0,0.0,0.01020408163265306,0.0,0.0,0.07482993197278912,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07482993197278912,0.0,0.05102040816326531,0.0,0.07482993197278912,0.0,0.0,0.0,0.0,0.0,0.013605442176870748,0.0,0.0,0.013605442176870748
FC5,0.0,0.06651376146788991,0.0,0.0,0.05963302752293578,0.0,0.02522935779816514,0.0,0.0,0.06192660550458716,0.05045871559633028,0.06651376146788991,0.0,0.0,0.0,0.0,0.06651376146788991,0.0,0.0,0.013761467889908258,0.052752293577981654,0.0,0.011467889908256881,0.0,0.0,0.0,0.0,0.0,0.02522935779816514,0.0,0.0389908256880734,0.0,0.02522935779816514,0.0,0.05045871559633028,0.05045871559633028,0.0,0.0,0.0,0.06651376146788991,0.0,0.06422018348623854,0.0,0.05733944954128441,0.045871559633027525,0.020642201834862386,0.045871559633027525,0.034403669724770644,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.06172839506172839,0.00411522633744856,0.06172839506172839,0.0,0.06584362139917696,0.05761316872427984,0.0,0.0,0.0,0.04526748971193416,0.04938271604938271,0.06584362139917696,0.0,0.0,0.06584362139917696,0.0,0.0,0.0,0.0,0.0,0.01646090534979424,0.0,0.0,0.012345679012345678,0.0,0.0,0.06584362139917696,0.0,0.06172839506172839,0.0,0.0,0.00411522633744856,0.0,0.06584362139917696,0.06584362139917696,0.06584362139917696,0.0,0.06584362139917696,0.0,0.06584362139917696,0.0,0.0,0.0,0.0,0.0,0.01646090534979424,0.0,0.0,0.01646090534979424
C3,0.0,0.05,0.0,0.0,0.05,0.0,0.04090909090909091,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01818181818181818,0.05,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.04090909090909091,0.0,0.05,0.0,0.04090909090909091,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.05,0.04090909090909091,0.05,0.05,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0621301775147929,0.0029585798816568047,0.047337278106508875,0.0,0.07692307692307693,0.04142011834319527,0.0,0.0,0.0,0.03254437869822485,0.03550295857988166,0.07988165680473373,0.0,0.0,0.06804733727810651,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.008875739644970414,0.0,0.0,0.07988165680473373,0.0,0.07396449704142012,0.0,0.0,0.0029585798816568047,0.0,0.07100591715976332,0.07100591715976332,0.07988165680473373,0.0,0.05029585798816568,0.0,0.07988165680473373,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.011834319526627219
TP9,0.0,0.0,0.0,0.061946902654867256,0.0,0.061946902654867256,0.0,0.06637168141592921,0.05752212389380531,0.0,0.0,0.0,0.04424778761061947,0.05309734513274336,0.06637168141592921,0.0,0.0,0.06637168141592921,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.01327433628318584,0.0,0.0,0.06637168141592921,0.0,0.061946902654867256,0.0,0.0,0.0,0.0,0.06637168141592921,0.06637168141592921,0.06637168141592921,0.0,0.061946902654867256,0.0,0.06637168141592921,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.017699115044247787
CP5,0.0,0.06976744186046512,0.0,0.0,0.05813953488372093,0.0,0.023255813953488372,0.0,0.0,0.06744186046511629,0.046511627906976744,0.07209302325581396,0.0,0.0,0.0,0.0,0.07209302325581396,0.0,0.0,0.009302325581395349,0.05116279069767442,0.0,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.037209302325581395,0.0,0.023255813953488372,0.0,0.046511627906976744,0.053488372093023255,0.0,0.0,0.0,0.07209302325581396,0.0,0.07209302325581396,0.0,0.053488372093023255,0.044186046511627906,0.020930232558139535,0.04186046511627907,0.03255813953488372,0.0,0.0,0.0,0.0
CP1,0.0,0.058673469387755105,0.0,0.0,0.058673469387755105,0.0,0.02806122448979592,0.0,0.0,0.058673469387755105,0.05357142857142857,0.058673469387755105,0.0,0.0,0.0,0.0,0.058673469387755105,0.0,0.0,0.012755102040816327,0.05612244897959184,0.0,0.012755102040816327,0.0,0.0,0.0,0.0,0.0,0.02806122448979592,0.0,0.04336734693877551,0.0,0.02806122448979592,0.0,0.05357142857142857,0.05357142857142857,0.0,0.0,0.0,0.058673469387755105,0.0,0.058673469387755105,0.0,0.058673469387755105,0.05102040816326531,0.02295918367346939,0.04846938775510204,0.03826530612244898,0.0,0.0,0.0,0.0
Pz,0.0,0.07407407407407407,0.0,0.0,0.05555555555555555,0.0,0.02263374485596708,0.0,0.0,0.06584362139917696,0.04526748971193416,0.08641975308641975,0.0,0.0,0.0,0.0,0.07613168724279835,0.0,0.0,0.0102880658436214,0.047325102880658436,0.0,0.0102880658436214,0.0,0.0,0.0,0.0,0.0,0.02263374485596708,0.0,0.03497942386831276,0.0,0.02263374485596708,0.0,0.04526748971193416,0.047325102880658436,0.0,0.0,0.0,0.07613168724279835,0.0,0.07613168724279835,0.0,0.051440329218107,0.0411522633744856,0.018518518518518517,0.03909465020576132,0.030864197530864196,0.0,0.0,0.0,0.0
P7,0.0,0.005747126436781609,0.0,0.05172413793103448,0.011494252873563218,0.05747126436781609,0.0,0.05747126436781609,0.05172413793103448,0.0,0.005747126436781609,0.005747126436781609,0.05747126436781609,0.05172413793103448,0.05747126436781609,0.0,0.005747126436781609,0.05747126436781609,0.0,0.005747126436781609,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.017241379310344827,0.0,0.0,0.05747126436781609,0.0,0.05172413793103448,0.0,0.0,0.011494252873563218,0.0,0.05747126436781609,0.05747126436781609,0.05747126436781609,0.005747126436781609,0.06321839080459771,0.0,0.05747126436781609,0.005747126436781609,0.0,0.0,0.005747126436781609,0.0,0.022988505747126436,0.0,0.0,0.022988505747126436
O1,0.0,0.0,0.0,0.0594059405940594,0.0,0.06435643564356436,0.0,0.06435643564356436,0.0594059405940594,0.0,0.0,0.0,0.04950495049504951,0.054455445544554455,0.06435643564356436,0.0,0.0,0.06435643564356436,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.01485148514851485,0.0,0.0,0.06435643564356436,0.0,0.0594059405940594,0.0,0.0,0.0,0.0,0.06435643564356436,0.06435643564356436,0.06435643564356436,0.0,0.06435643564356436,0.0,0.06435643564356436,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.019801980198019802
Oz,0.0,0.0,0.0,0.0549738219895288,0.002617801047120419,0.041884816753926704,0.0,0.07329842931937172,0.03664921465968586,0.0,0.0,0.0,0.028795811518324606,0.031413612565445025,0.09947643979057591,0.0,0.0,0.060209424083769635,0.0,0.0,0.0,0.0,0.0,0.010471204188481676,0.0,0.0,0.007853403141361256,0.0,0.0,0.09162303664921466,0.0,0.07329842931937172,0.0,0.0,0.002617801047120419,0.0,0.06282722513089005,0.06544502617801047,0.09947643979057591,0.0,0.04450261780104712,0.0,0.09162303664921466,0.0,0.0,0.0,0.0,0.0,0.010471204188481676,0.0,0.0,0.010471204188481676
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.07337526205450734,0.0,0.0,0.05660377358490566,0.0,0.023060796645702306,0.0,0.0,0.06708595387840671,0.04612159329140461,0.07756813417190776,0.0,0.0,0.0,0.0,0.07547169811320754,0.0,0.0,0.010482180293501049,0.04821802935010482,0.0,0.010482180293501049,0.0,0.0,0.0,0.0,0.0,0.023060796645702306,0.0,0.03563941299790356,0.0,0.023060796645702306,0.0,0.04612159329140461,0.04821802935010482,0.0,0.0,0.0,0.07547169811320754,0.0,0.07547169811320754,0.0,0.05241090146750524,0.041928721174004195,0.018867924528301886,0.039832285115303984,0.031446540880503145,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0594059405940594,0.0033003300330033004,0.04950495049504951,0.0,0.07590759075907591,0.0462046204620462,0.0,0.0,0.0,0.036303630363036306,0.039603960396039604,0.07590759075907591,0.0,0.0,0.06930693069306931,0.0,0.0,0.0,0.0,0.0,0.013201320132013201,0.0,0.0,0.009900990099009901,0.0,0.0,0.07590759075907591,0.0,0.07260726072607261,0.0,0.0,0.0033003300330033004,0.0,0.06930693069306931,0.06930693069306931,0.07590759075907591,0.0,0.052805280528052806,0.0,0.07590759075907591,0.0,0.0,0.0,0.0,0.0,0.013201320132013201,0.0,0.0,0.013201320132013201
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.046875,0.0,0.0,0.046875,0.0,0.046875,0.0,0.0,0.046875,0.046875,0.046875,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0390625,0.046875,0.0,0.0390625,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.046875,0.0,0.046875,0.0,0.046875,0.0390625,0.0,0.0,0.0,0.046875,0.0,0.046875,0.0,0.046875,0.046875,0.0390625,0.046875,0.046875,0.0,0.0,0.0,0.0
T8,0.0,0.06133333333333333,0.0,0.0,0.056,0.0,0.02666666666666667,0.0,0.0,0.06133333333333333,0.050666666666666665,0.06133333333333333,0.0,0.0,0.0,0.0,0.06133333333333333,0.0,0.0,0.010666666666666666,0.056,0.0,0.010666666666666666,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.042666666666666665,0.0,0.02666666666666667,0.0,0.050666666666666665,0.058666666666666666,0.0,0.0,0.0,0.06133333333333333,0.0,0.06133333333333333,0.0,0.058666666666666666,0.050666666666666665,0.024,0.04533333333333334,0.037333333333333336,0.0,0.0,0.0,0.0
