,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh
parsopercularis-lh,0.5471698113207547,0.0,0.0,0.0,0.4528301886792453,0.0,0.0,0.0
parstriangularis-rh,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.36666666666666664,0.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
