,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fp1,0.05245901639344262,0.0,0.0,0.0,0.0,0.03934426229508197,0.0,0.0,0.013114754098360656,0.04262295081967213,0.0,0.0,0.01639344262295082,0.0,0.0,0.009836065573770493,0.0,0.01639344262295082,0.0,0.0,0.05245901639344262,0.0,0.04262295081967213,0.02622950819672131,0.0,0.0,0.0,0.0,0.02622950819672131,0.0,0.05573770491803279,0.0,0.0,0.04590163934426229,0.01639344262295082,0.0,0.05245901639344262,0.0,0.0,0.01639344262295082,0.029508196721311476,0.05245901639344262,0.0,0.0,0.009836065573770493,0.05573770491803279,0.05573770491803279,0.0,0.05245901639344262,0.05245901639344262,0.0,0.0,0.0,0.05245901639344262,0.0,0.0,0.0,0.019672131147540985,0.0,0.04918032786885246,0.0,0.04590163934426229
Fz,0.0,0.03672316384180791,0.03954802259887006,0.025423728813559324,0.022598870056497175,0.022598870056497175,0.011299435028248588,0.014124293785310734,0.025423728813559324,0.01977401129943503,0.01977401129943503,0.022598870056497175,0.01694915254237288,0.025423728813559324,0.014124293785310734,0.03672316384180791,0.0,0.025423728813559324,0.0,0.01694915254237288,0.01977401129943503,0.0,0.022598870056497175,0.031073446327683617,0.03954802259887006,0.002824858757062147,0.01694915254237288,0.01977401129943503,0.025423728813559324,0.0,0.0,0.0,0.0,0.0,0.02824858757062147,0.01977401129943503,0.014124293785310734,0.011299435028248588,0.03954802259887006,0.00847457627118644,0.025423728813559324,0.01694915254237288,0.00847457627118644,0.031073446327683617,0.0,0.002824858757062147,0.0,0.03954802259887006,0.01977401129943503,0.01977401129943503,0.0,0.01694915254237288,0.0,0.01977401129943503,0.01694915254237288,0.005649717514124294,0.0,0.031073446327683617,0.025423728813559324,0.0,0.005649717514124294,0.01977401129943503
F3,0.0,0.022727272727272728,0.037337662337662336,0.022727272727272728,0.021103896103896104,0.021103896103896104,0.01461038961038961,0.016233766233766232,0.022727272727272728,0.01948051948051948,0.01948051948051948,0.021103896103896104,0.017857142857142856,0.022727272727272728,0.016233766233766232,0.02922077922077922,0.006493506493506494,0.022727272727272728,0.008116883116883116,0.017857142857142856,0.01948051948051948,0.006493506493506494,0.021103896103896104,0.025974025974025976,0.032467532467532464,0.00974025974025974,0.017857142857142856,0.01948051948051948,0.022727272727272728,0.00487012987012987,0.0,0.0,0.006493506493506494,0.0,0.024350649350649352,0.01948051948051948,0.016233766233766232,0.01461038961038961,0.024350649350649352,0.012987012987012988,0.022727272727272728,0.017857142857142856,0.012987012987012988,0.025974025974025976,0.006493506493506494,0.00974025974025974,0.0,0.03409090909090909,0.01948051948051948,0.01948051948051948,0.0,0.017857142857142856,0.006493506493506494,0.01948051948051948,0.017857142857142856,0.011363636363636364,0.0,0.025974025974025976,0.022727272727272728,0.0,0.011363636363636364,0.01948051948051948
F7,0.0,0.011802575107296138,0.017167381974248927,0.048283261802575105,0.04721030042918455,0.004291845493562232,0.03755364806866953,0.0407725321888412,0.00536480686695279,0.003218884120171674,0.04721030042918455,0.048283261802575105,0.002145922746781116,0.04935622317596566,0.03969957081545064,0.009656652360515022,0.015021459227467811,0.00536480686695279,0.009656652360515022,0.046137339055793994,0.003218884120171674,0.008583690987124463,0.004291845493562232,0.0075107296137339056,0.011802575107296138,0.027896995708154508,0.0407725321888412,0.003218884120171674,0.00536480686695279,0.0075107296137339056,0.0,0.0,0.0075107296137339056,0.0,0.006437768240343348,0.017167381974248927,0.001072961373390558,0.0407725321888412,0.011802575107296138,0.0,0.00536480686695279,0.002145922746781116,0.012875536480686695,0.05042918454935622,0.023605150214592276,0.0,0.0,0.018240343347639486,0.003218884120171674,0.003218884120171674,0.0,0.03969957081545064,0.018240343347639486,0.003218884120171674,0.027896995708154508,0.028969957081545063,0.0,0.0075107296137339056,0.04721030042918455,0.0,0.011802575107296138,0.003218884120171674
FT9,0.0,0.010660980810234541,0.015991471215351813,0.04904051172707889,0.04904051172707889,0.0031982942430703624,0.039445628997867806,0.042643923240938165,0.0042643923240938165,0.0021321961620469083,0.04904051172707889,0.050106609808102345,0.0010660980810234541,0.0511727078891258,0.04157782515991471,0.008528784648187633,0.017057569296375266,0.0042643923240938165,0.009594882729211088,0.04797441364605544,0.0021321961620469083,0.008528784648187633,0.0031982942430703624,0.006396588486140725,0.010660980810234541,0.029850746268656716,0.042643923240938165,0.0021321961620469083,0.0042643923240938165,0.007462686567164179,0.0,0.0,0.007462686567164179,0.0,0.005330490405117271,0.017057569296375266,0.0,0.042643923240938165,0.010660980810234541,0.0,0.0042643923240938165,0.0010660980810234541,0.01279317697228145,0.04904051172707889,0.0255863539445629,0.0,0.0,0.017057569296375266,0.0021321961620469083,0.0021321961620469083,0.0,0.04051172707889126,0.02025586353944563,0.0021321961620469083,0.02771855010660981,0.03091684434968017,0.0,0.006396588486140725,0.046908315565031986,0.0,0.011727078891257996,0.0021321961620469083
FC5,0.012477718360071301,0.0053475935828877,0.00980392156862745,0.0017825311942959,0.00089126559714795,0.049019607843137254,0.0,0.0,0.024955436720142603,0.05080213903743316,0.0,0.00089126559714795,0.024955436720142603,0.0017825311942959,0.0,0.0285204991087344,0.0,0.025846702317290554,0.0,0.0,0.05080213903743316,0.0,0.05080213903743316,0.0392156862745098,0.01693404634581105,0.0,0.0,0.0106951871657754,0.0285204991087344,0.0,0.031194295900178252,0.0,0.0,0.017825311942959002,0.025846702317290554,0.0,0.049019607843137254,0.0,0.006238859180035651,0.022281639928698752,0.029411764705882353,0.049910873440285206,0.0,0.0035650623885918,0.0,0.044563279857397504,0.01693404634581105,0.01871657754010695,0.05080213903743316,0.05080213903743316,0.0,0.0,0.0,0.05080213903743316,0.0,0.0,0.0,0.026737967914438502,0.0017825311942959,0.01871657754010695,0.0,0.05080213903743316
FC1,0.0,0.007290400972053463,0.013365735115431349,0.046172539489671933,0.04860267314702309,0.0,0.04860267314702309,0.04981773997569866,0.0,0.0,0.05103280680437424,0.04981773997569866,0.0,0.04860267314702309,0.04981773997569866,0.004860267314702308,0.02187120291616039,0.0,0.010935601458080195,0.05103280680437424,0.0,0.009720534629404616,0.0,0.002430133657351154,0.007290400972053463,0.03766707168894289,0.04738760631834751,0.0,0.0,0.00850546780072904,0.0,0.0,0.00850546780072904,0.0,0.001215066828675577,0.01701093560145808,0.0,0.04981773997569866,0.007290400972053463,0.0,0.0,0.0,0.014580801944106925,0.04495747266099635,0.032806804374240585,0.0,0.0,0.00850546780072904,0.0,0.0,0.0,0.04495747266099635,0.026731470230862697,0.0,0.030376670716889428,0.03766707168894289,0.0,0.002430133657351154,0.04495747266099635,0.0,0.013365735115431349,0.0
C3,0.0,0.00823529411764706,0.01411764705882353,0.04823529411764706,0.05058823529411765,0.0,0.04470588235294118,0.04823529411764706,0.001176470588235294,0.0,0.05058823529411765,0.05058823529411765,0.0,0.05058823529411765,0.047058823529411764,0.0058823529411764705,0.02,0.001176470588235294,0.010588235294117647,0.05058823529411765,0.0,0.009411764705882352,0.0,0.0035294117647058825,0.00823529411764706,0.03411764705882353,0.047058823529411764,0.0,0.001176470588235294,0.00823529411764706,0.0,0.0,0.00823529411764706,0.0,0.002352941176470588,0.01764705882352941,0.0,0.04823529411764706,0.00823529411764706,0.0,0.001176470588235294,0.0,0.01411764705882353,0.047058823529411764,0.029411764705882353,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.04470588235294118,0.023529411764705882,0.0,0.03058823529411765,0.03529411764705882,0.0,0.0035294117647058825,0.047058823529411764,0.0,0.012941176470588235,0.0
T7,0.00788436268068331,0.009198423127463863,0.01576872536136662,0.003942181340341655,0.002628120893561104,0.03942181340341656,0.0,0.0,0.03810775295663601,0.03810775295663601,0.001314060446780552,0.002628120893561104,0.03679369250985545,0.003942181340341655,0.0,0.03679369250985545,0.0,0.03942181340341656,0.0,0.0,0.03810775295663601,0.0,0.03942181340341656,0.03942181340341656,0.026281208935611037,0.0,0.0,0.01576872536136662,0.03942181340341656,0.0,0.022339027595269383,0.0,0.0,0.01576872536136662,0.03942181340341656,0.001314060446780552,0.035479632063074903,0.0,0.010512483574244415,0.0328515111695138,0.03942181340341656,0.03679369250985545,0.0,0.006570302233902759,0.0,0.030223390275952694,0.01445466491458607,0.02759526938239159,0.03810775295663601,0.03810775295663601,0.0,0.0,0.0,0.03810775295663601,0.0,0.0,0.0,0.03942181340341656,0.003942181340341655,0.017082785808147174,0.0,0.03810775295663601
TP9,0.01342882721575649,0.004476275738585497,0.008952551477170993,0.0008952551477170994,0.0,0.048343777976723366,0.0,0.0,0.024171888988361683,0.050134288272157566,0.0,0.0,0.025067144136078783,0.0008952551477170994,0.0,0.02775290957923008,0.0,0.025067144136078783,0.0,0.0,0.051924798567591766,0.0,0.051029543419874666,0.03849597135183527,0.01611459265890779,0.0,0.0,0.009847806624888093,0.02775290957923008,0.0,0.03312444046553268,0.0,0.0,0.018800358102059087,0.025067144136078783,0.0,0.051029543419874666,0.0,0.005371530886302597,0.022381378692927483,0.02864816472694718,0.051924798567591766,0.0,0.0026857654431512983,0.0,0.046553267681289166,0.017905102954341987,0.017905102954341987,0.051924798567591766,0.051924798567591766,0.0,0.0,0.0,0.051924798567591766,0.0,0.0,0.0,0.025962399283795883,0.0008952551477170994,0.019695613249776187,0.0,0.051924798567591766
