,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.7319587628865979,0.0,0.0,0.0,0.0,0.1134020618556701,0.15463917525773196,0.0
frontalpole-lh,0.0,0.6379310344827587,0.0,0.1724137931034483,0.0,0.0,0.0,0.1896551724137931
frontalpole-rh,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.21052631578947367,0.0
medialorbitofrontal-lh,0.0,0.06557377049180328,0.0,0.5245901639344263,0.0,0.0,0.0,0.4098360655737705
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.21951219512195122,0.0,0.0,0.0,0.0,0.7804878048780488,0.0,0.0
temporalpole-lh,0.3469387755102041,0.0,0.12244897959183673,0.0,0.0,0.0,0.5306122448979592,0.0
temporalpole-rh,0.0,0.07086614173228346,0.0,0.3779527559055118,0.0,0.0,0.0,0.5511811023622047
