,entorhinal-lh,frontalpole-lh,inferiortemporal-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-lh,temporalpole-lh,transversetemporal-lh
entorhinal-lh,0.6271186440677966,0.11864406779661017,0.03389830508474576,0.0,0.0,0.17796610169491525,0.0423728813559322,0.0
frontalpole-lh,0.1188118811881188,0.5841584158415841,0.009900990099009901,0.0,0.12871287128712872,0.0,0.0,0.15841584158415842
inferiortemporal-lh,0.04081632653061224,0.0,0.9591836734693877,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.47770700636942676,0.18471337579617833,0.20382165605095542,0.006369426751592357,0.12738853503184713
medialorbitofrontal-lh,0.0,0.04945054945054945,0.0,0.1813186813186813,0.31868131868131866,0.1813186813186813,0.0,0.2692307692307692
parahippocampal-lh,0.12953367875647667,0.0,0.0,0.16580310880829016,0.15025906735751296,0.39896373056994816,0.05181347150259067,0.10362694300518134
temporalpole-lh,0.06542056074766354,0.0,0.0,0.0,0.0,0.1308411214953271,0.8037383177570093,0.0
transversetemporal-lh,0.0,0.07017543859649122,0.0,0.14035087719298245,0.2982456140350877,0.14035087719298245,0.0,0.3508771929824561
