,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.27049180327868855,0.11475409836065574,0.09016393442622951,0.13114754098360656,0.13934426229508196,0.09016393442622951,0.16393442622950818,0.0
frontalpole-lh,0.1111111111111111,0.16666666666666666,0.1574074074074074,0.17592592592592593,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.0
frontalpole-rh,0.09183673469387756,0.15306122448979592,0.19387755102040816,0.20408163265306123,0.09183673469387756,0.1326530612244898,0.1326530612244898,0.0
lateralorbitofrontal-rh,0.112,0.152,0.16,0.208,0.112,0.112,0.144,0.0
medialorbitofrontal-rh,0.15841584158415842,0.13861386138613863,0.10891089108910891,0.15841584158415842,0.15841584158415842,0.10891089108910891,0.16831683168316833,0.0
rostralanteriorcingulate-lh,0.10465116279069768,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.10465116279069768,0.1511627906976744,0.1511627906976744,0.0
rostralanteriorcingulate-rh,0.14516129032258066,0.14516129032258066,0.12096774193548387,0.16129032258064516,0.13709677419354838,0.11290322580645161,0.1774193548387097,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
