,entorhinal-lh,fusiform-rh,inferiortemporal-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5517241379310345,0.0,0.0,0.06896551724137931,0.0,0.20689655172413793,0.1724137931034483,0.0
fusiform-rh,0.0,0.8888888888888888,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.11538461538461539,0.46153846153846156,0.0,0.4230769230769231,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.5833333333333334,0.0,0.3333333333333333,0.08333333333333333,0.0
parahippocampal-rh,0.0,0.09375,0.375,0.0,0.53125,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.05714285714285714,0.0,0.0,0.34285714285714286,0.0,0.45714285714285713,0.14285714285714285,0.0
temporalpole-lh,0.11538461538461539,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.5,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
