,Fp1,FC5,T7,Fp2,AF7,F1,FC3,AF8
Fp1,0.5110803324099723,0.0,0.0,0.4889196675900277,0.0,0.0,0.0,0.0
FC5,0.0,0.6074074074074074,0.3925925925925926,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.4563953488372093,0.5436046511627907,0.0,0.0,0.0,0.0,0.0
Fp2,0.4714475431606906,0.0,0.0,0.5285524568393094,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
