,Fp1,CP1,CP2,Fp2,AF7,AF3,AFz,AF8
Fp1,0.44104948522085685,0.0,0.0,0.37130521421454665,0.0,0.0,0.18764530056459647,0.0
CP1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.35182002812060614,0.0,0.0,0.44524293079206373,0.0,0.0,0.2029370410873301,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.791578947368421,0.0,0.20842105263157895
AFz,0.2263009277934651,0.0,0.0,0.25958047599838646,0.0,0.0,0.5125050423557886,0.0016135538523598225
AF8,0.0,0.0,0.0,0.0,0.0,0.14019746121297602,0.001692524682651622,0.8581100141043724
