,frontalpole-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.9714285714285714,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
parahippocampal-lh,0.0,0.6294820717131474,0.01593625498007968,0.08764940239043825,0.05179282868525897,0.0,0.09561752988047809,0.11952191235059761
parahippocampal-rh,0.0,0.025943396226415096,0.6415094339622641,0.12028301886792453,0.030660377358490566,0.0,0.07311320754716981,0.10849056603773585
parsorbitalis-rh,0.0,0.04065040650406504,0.10840108401084012,0.6720867208672087,0.12466124661246612,0.0,0.04336043360433604,0.01084010840108401
parstriangularis-rh,0.0,0.04843304843304843,0.02564102564102564,0.11965811965811966,0.5042735042735043,0.0,0.25071225071225073,0.05128205128205128
posteriorcingulate-rh,0.028037383177570093,0.0,0.0,0.0,0.0,0.9719626168224299,0.0,0.0
temporalpole-lh,0.0,0.0738255033557047,0.0738255033557047,0.058165548098434,0.203579418344519,0.0,0.5055928411633109,0.08501118568232663
temporalpole-rh,0.0,0.10886075949367088,0.10632911392405063,0.015189873417721518,0.04556962025316456,0.0,0.10632911392405063,0.6177215189873417
