,cuneus-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-lh
cuneus-rh,0.75,0.15384615384615385,0.0,0.0,0.0,0.09615384615384616,0.0,0.0
frontalpole-lh,0.11290322580645161,0.6774193548387096,0.0,0.16129032258064516,0.04838709677419355,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.6794871794871795,0.10256410256410256,0.0,0.0,0.15384615384615385,0.0641025641025641
medialorbitofrontal-lh,0.0,0.08823529411764706,0.11764705882352941,0.6617647058823529,0.0,0.0,0.1323529411764706,0.0
parsorbitalis-lh,0.0,0.11666666666666667,0.0,0.0,0.8333333333333334,0.0,0.05,0.0
pericalcarine-rh,0.14,0.0,0.0,0.0,0.0,0.86,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.19444444444444445,0.1111111111111111,0.09722222222222222,0.0,0.5972222222222222,0.0
temporalpole-lh,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.8611111111111112
