,entorhinal-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.4968944099378882,0.0,0.0,0.2111801242236025,0.15527950310559005,0.062111801242236024,0.055900621118012424,0.018633540372670808
frontalpole-lh,0.0,0.7047619047619048,0.2,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616
frontalpole-rh,0.0,0.23015873015873015,0.7698412698412699,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.14285714285714285,0.0,0.0,0.511520737327189,0.018433179723502304,0.11059907834101383,0.21658986175115208,0.0
middletemporal-lh,0.18471337579617833,0.0,0.0,0.0,0.7070063694267515,0.044585987261146494,0.025477707006369428,0.03821656050955414
parahippocampal-lh,0.14018691588785046,0.0,0.0,0.2336448598130841,0.102803738317757,0.5233644859813084,0.0,0.0
temporalpole-lh,0.029197080291970802,0.0364963503649635,0.0,0.25547445255474455,0.058394160583941604,0.0,0.583941605839416,0.0364963503649635
temporalpole-rh,0.06086956521739131,0.02608695652173913,0.0,0.0,0.08695652173913043,0.0,0.008695652173913044,0.8173913043478261
