,isthmuscingulate-rh,lingual-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,pericalcarine-rh,rostralanteriorcingulate-rh,transversetemporal-rh
isthmuscingulate-rh,0.5376344086021505,0.06451612903225806,0.26881720430107525,0.0967741935483871,0.0,0.03225806451612903,0.0,0.0
lingual-rh,0.08888888888888889,0.6111111111111112,0.044444444444444446,0.24444444444444444,0.0,0.011111111111111112,0.0,0.0
parahippocampal-lh,0.22,0.06,0.56,0.05,0.0,0.0,0.06,0.05
parahippocampal-rh,0.14432989690721648,0.23711340206185566,0.030927835051546393,0.5670103092783505,0.0,0.020618556701030927,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.17647058823529413,0.0
pericalcarine-rh,0.019230769230769232,0.09615384615384616,0.0,0.0,0.0,0.8846153846153846,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.10344827586206896,0.0,0.1206896551724138,0.0,0.6551724137931034,0.1206896551724138
transversetemporal-rh,0.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.12307692307692308,0.8307692307692308
