,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.32752613240418116,0.12020905923344948,0.04529616724738676,0.13124274099883856,0.05168408826945412,0.04413472706155633,0.156794425087108,0.12311265969802555
frontalpole-rh,0.10097560975609757,0.31658536585365854,0.0,0.26439024390243904,0.006829268292682927,0.004878048780487805,0.11609756097560976,0.1902439024390244
isthmuscingulate-rh,0.0748663101604278,0.0,0.6648841354723708,0.0,0.12477718360071301,0.040998217468805706,0.0944741532976827,0.0
medialorbitofrontal-rh,0.1035262206148282,0.25316455696202533,0.0,0.31735985533453887,0.013562386980108499,0.02802893309222423,0.08634719710669078,0.1980108499095841
parahippocampal-lh,0.08671586715867159,0.014760147601476014,0.14575645756457564,0.03044280442804428,0.5433579335793358,0.13837638376383765,0.00922509225092251,0.03136531365313653
parsorbitalis-rh,0.082389289392379,0.012358393408856848,0.04531410916580844,0.07929969104016478,0.15447991761071062,0.6148300720906282,0.005149330587023687,0.006179196704428424
rostralanteriorcingulate-lh,0.16507329509241556,0.14404079031230083,0.06564690885914595,0.11408540471637986,0.0025493945188017845,0.0019120458891013384,0.3658381134480561,0.1408540471637986
temporalpole-rh,0.11907386990077178,0.21940463065049615,0.0,0.23539140022050717,0.017640573318632856,0.0005512679162072767,0.12513781697905182,0.282800441014333
