,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.07034220532319392,0.0,0.0,0.0,0.0,0.028517110266159697,0.0,0.013307984790874524,0.0,0.0,0.058935361216730035,0.06273764258555133,0.0,0.0,0.049429657794676805,0.011406844106463879,0.0,0.028517110266159697,0.04752851711026616,0.0,0.0,0.03231939163498099,0.0,0.051330798479087454,0.051330798479087454,0.0,0.0,0.0,0.0,0.0,0.009505703422053232,0.022813688212927757,0.011406844106463879,0.0,0.026615969581749048,0.049429657794676805,0.0,0.0,0.0,0.04182509505703422,0.0,0.0019011406844106464,0.0,0.005703422053231939,0.0,0.0038022813688212928,0.0,0.0,0.0741444866920152,0.013307984790874524,0.0,0.0,0.0,0.07224334600760456,0.009505703422053232,0.0038022813688212928,0.060836501901140684,0.0,0.055133079847908745,0.0,0.005703422053231939,0.0,0.026615969581749048
Fz,0.0,0.06985769728331177,0.00646830530401035,0.037516170763260026,0.027166882276843468,0.0,0.03880983182406209,0.0,0.014230271668822769,0.02069857697283312,0.0,0.0,0.0129366106080207,0.0,0.0,0.015523932729624839,0.03363518758085381,0.00517464424320828,0.00646830530401035,0.06338939197930142,0.0,0.0,0.03622250970245795,0.0,0.0,0.0,0.014230271668822769,0.0646830530401035,0.0646830530401035,0.03363518758085381,0.018111254851228976,0.0,0.0,0.03622250970245795,0.0,0.0,0.054333764553686936,0.0258732212160414,0.0,0.0,0.02199223803363519,0.03234152652005175,0.0,0.0,0.0,0.05304010349288486,0.014230271668822769,0.047865459249676584,0.0,0.0,0.031047865459249677,0.0,0.019404915912031046,0.0,0.009055627425614488,0.03363518758085381,0.0,0.03492884864165589,0.0,0.0,0.00258732212160414,0.0,0.0
F3,0.0,0.04424778761061947,0.035398230088495575,0.04424778761061947,0.0,0.0,0.04424778761061947,0.0,0.04424778761061947,0.0,0.0,0.0,0.02654867256637168,0.0,0.0,0.0,0.04424778761061947,0.0,0.0,0.04424778761061947,0.0,0.0,0.04424778761061947,0.0,0.0,0.0,0.0,0.04424778761061947,0.04424778761061947,0.04424778761061947,0.0,0.0,0.0,0.04424778761061947,0.0,0.0,0.04424778761061947,0.04424778761061947,0.0,0.0,0.04424778761061947,0.035398230088495575,0.0,0.0,0.0,0.04424778761061947,0.017699115044247787,0.04424778761061947,0.0,0.0,0.04424778761061947,0.0,0.04424778761061947,0.0,0.0,0.04424778761061947,0.0,0.04424778761061947,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.043235704323570434,0.00697350069735007,0.04741980474198047,0.03626220362622036,0.005578800557880056,0.04602510460251046,0.0,0.015341701534170154,0.029288702928870293,0.0,0.0,0.01394700139470014,0.0,0.0,0.023709902370990237,0.03207810320781032,0.012552301255230125,0.01394700139470014,0.044630404463040445,0.0,0.0,0.03486750348675035,0.0,0.0,0.0,0.02092050209205021,0.04602510460251046,0.03905160390516039,0.03626220362622036,0.026499302649930265,0.0,0.0,0.040446304044630406,0.0,0.0,0.04741980474198047,0.02092050209205021,0.0,0.0,0.023709902370990237,0.04184100418410042,0.0,0.0,0.0,0.04741980474198047,0.008368200836820083,0.04184100418410042,0.001394700139470014,0.00697350069735007,0.026499302649930265,0.0,0.01394700139470014,0.001394700139470014,0.016736401673640166,0.043235704323570434,0.0,0.03347280334728033,0.0,0.0,0.009762900976290097,0.0,0.0
FT9,0.0,0.04212454212454213,0.003663003663003663,0.047619047619047616,0.045787545787545784,0.005494505494505495,0.045787545787545784,0.0,0.01282051282051282,0.03663003663003663,0.0,0.0,0.014652014652014652,0.0,0.0,0.029304029304029304,0.027472527472527472,0.014652014652014652,0.016483516483516484,0.04395604395604396,0.0,0.0,0.031135531135531136,0.0,0.0,0.0,0.027472527472527472,0.045787545787545784,0.03663003663003663,0.040293040293040296,0.03296703296703297,0.0,0.0,0.04212454212454213,0.0,0.0,0.047619047619047616,0.01282051282051282,0.0,0.0,0.02197802197802198,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.040293040293040296,0.0,0.007326007326007326,0.020146520146520148,0.0,0.003663003663003663,0.0,0.020146520146520148,0.047619047619047616,0.0,0.029304029304029304,0.0,0.0,0.01098901098901099,0.0,0.0
FC5,0.035623409669211195,0.002544529262086514,0.0,0.015267175572519083,0.01272264631043257,0.05089058524173028,0.007633587786259542,0.017811704834605598,0.0,0.015267175572519083,0.03307888040712468,0.035623409669211195,0.0,0.0,0.027989821882951654,0.030534351145038167,0.0,0.05343511450381679,0.05343511450381679,0.005089058524173028,0.0,0.020356234096692113,0.0,0.02544529262086514,0.027989821882951654,0.0,0.010178117048346057,0.007633587786259542,0.0,0.0,0.027989821882951654,0.030534351145038167,0.015267175572519083,0.002544529262086514,0.035623409669211195,0.03307888040712468,0.010178117048346057,0.0,0.0,0.027989821882951654,0.0,0.017811704834605598,0.0,0.007633587786259542,0.0,0.020356234096692113,0.0,0.0,0.043256997455470736,0.03307888040712468,0.0,0.0,0.0,0.043256997455470736,0.027989821882951654,0.020356234096692113,0.030534351145038167,0.0,0.02544529262086514,0.0,0.022900763358778626,0.0,0.035623409669211195
FC1,0.0,0.047058823529411764,0.007352941176470588,0.045588235294117645,0.033823529411764704,0.0014705882352941176,0.047058823529411764,0.0,0.016176470588235296,0.026470588235294117,0.0,0.0,0.014705882352941176,0.0,0.0,0.020588235294117647,0.03529411764705882,0.008823529411764706,0.010294117647058823,0.04852941176470588,0.0,0.0,0.03823529411764706,0.0,0.0,0.0,0.01911764705882353,0.04852941176470588,0.04264705882352941,0.03823529411764706,0.023529411764705882,0.0,0.0,0.04264705882352941,0.0,0.0,0.04852941176470588,0.023529411764705882,0.0,0.0,0.025,0.039705882352941174,0.0,0.0,0.0,0.045588235294117645,0.010294117647058823,0.045588235294117645,0.0,0.0029411764705882353,0.029411764705882353,0.0,0.016176470588235296,0.0,0.013235294117647059,0.041176470588235294,0.0,0.03676470588235294,0.0,0.0,0.0058823529411764705,0.0,0.0
C3,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.041666666666666664,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.03571428571428571,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616
T7,0.0,0.04526748971193416,0.0205761316872428,0.04526748971193416,0.0205761316872428,0.0,0.04526748971193416,0.0,0.0411522633744856,0.0,0.0,0.0,0.03292181069958848,0.0,0.0,0.0,0.04526748971193416,0.0,0.0,0.04526748971193416,0.0,0.0,0.04526748971193416,0.0,0.0,0.0,0.0,0.04526748971193416,0.04526748971193416,0.0411522633744856,0.0,0.0,0.0,0.04526748971193416,0.0,0.0,0.04526748971193416,0.04526748971193416,0.0,0.0,0.04526748971193416,0.037037037037037035,0.0,0.0,0.0,0.04526748971193416,0.012345679012345678,0.04526748971193416,0.0,0.0,0.04526748971193416,0.0,0.02880658436213992,0.0,0.0,0.0411522633744856,0.0,0.04526748971193416,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0400890868596882,0.0,0.04899777282850779,0.04899777282850779,0.008908685968819599,0.044543429844097995,0.0,0.004454342984409799,0.0467706013363029,0.0,0.0,0.0066815144766146995,0.0,0.0,0.0378619153674833,0.022271714922048998,0.0200445434298441,0.022271714922048998,0.042316258351893093,0.0,0.0,0.026726057906458798,0.0,0.0,0.0,0.0334075723830735,0.044543429844097995,0.0334075723830735,0.0378619153674833,0.042316258351893093,0.0,0.0,0.0400890868596882,0.0,0.0,0.0467706013363029,0.004454342984409799,0.0,0.0,0.015590200445434299,0.04899777282850779,0.0,0.0,0.0,0.04899777282850779,0.0,0.0378619153674833,0.0022271714922048997,0.011135857461024499,0.013363028953229399,0.0,0.0,0.0022271714922048997,0.026726057906458798,0.04899777282850779,0.0,0.024498886414253896,0.0,0.0,0.015590200445434299,0.0,0.0
