,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.1001410437235543,0.0014104372355430183,0.0,0.0,0.0,0.0,0.01692524682651622,0.0,0.0,0.005641748942172073,0.0,0.0,0.0930888575458392,0.0535966149506347,0.00846262341325811,0.0,0.004231311706629055,0.07898448519040903,0.09026798307475317,0.05782792665726375,0.0,0.0028208744710860366,0.0,0.0,0.0,0.004231311706629055,0.0,0.011283497884344146,0.009873060648801129,0.0,0.0,0.09026798307475317,0.0,0.0,0.06346967559943582,0.0,0.0,0.015514809590973202,0.0,0.0014104372355430183,0.0,0.0,0.0,0.0,0.011283497884344146,0.0,0.0028208744710860366,0.015514809590973202,0.004231311706629055,0.0535966149506347,0.0028208744710860366,0.0,0.0,0.007052186177715092,0.04372355430183357,0.0380818053596615,0.0,0.005641748942172073,0.0,0.0535966149506347,0.0028208744710860366,0.0,0.04936530324400564
Fz,0.0,0.028695652173913042,0.029565217391304348,0.026956521739130435,0.01652173913043478,0.02,0.0,0.0,0.028695652173913042,0.02782608695652174,0.029565217391304348,0.028695652173913042,0.0,0.0,0.0052173913043478265,0.018260869565217393,0.029565217391304348,0.0,0.0,0.0,0.02608695652173913,0.029565217391304348,0.0,0.026956521739130435,0.029565217391304348,0.0,0.02608695652173913,0.0,0.02,0.017391304347826087,0.009565217391304347,0.0,0.02782608695652174,0.022608695652173914,0.0,0.02434782608695652,0.02782608695652174,0.0,0.02608695652173913,0.029565217391304348,0.023478260869565216,0.0,0.02608695652173913,0.02782608695652174,0.0,0.028695652173913042,0.029565217391304348,0.0,0.029565217391304348,0.0,0.029565217391304348,0.022608695652173914,0.02608695652173913,0.0052173913043478265,0.0017391304347826088,0.0,0.01565217391304348,0.026956521739130435,0.029565217391304348,0.0,0.029565217391304348,0.014782608695652174,0.0
F3,0.0,0.0175054704595186,0.03391684901531729,0.0262582056892779,0.012582056892778994,0.013676148796498906,0.0,0.0,0.0350109409190372,0.023522975929978117,0.0350109409190372,0.0350109409190372,0.0,0.0,0.002735229759299781,0.013676148796498906,0.030087527352297593,0.0,0.0,0.0,0.030634573304157548,0.030634573304157548,0.0,0.03282275711159737,0.0350109409190372,0.0,0.0262582056892779,0.0,0.012035010940919038,0.01312910284463895,0.006017505470459519,0.0,0.02516411378555799,0.016411378555798686,0.0,0.030087527352297593,0.032275711159737416,0.0,0.032275711159737416,0.03446389496717724,0.01586433260393873,0.0,0.028446389496717725,0.03446389496717724,0.0,0.02899343544857768,0.03391684901531729,0.0,0.032275711159737416,0.0,0.03172866520787746,0.022428884026258207,0.028446389496717725,0.005470459518599562,0.0005470459518599562,0.0,0.012035010940919038,0.016411378555798686,0.0350109409190372,0.0,0.028446389496717725,0.009299781181619256,0.0
F7,0.0,0.018758085381630013,0.031047865459249677,0.029754204398447608,0.014230271668822769,0.016170763260025874,0.0,0.0,0.031047865459249677,0.02328589909443726,0.031047865459249677,0.031047865459249677,0.0,0.0,0.00129366106080207,0.015523932729624839,0.029754204398447608,0.0,0.0,0.0,0.031047865459249677,0.029754204398447608,0.0,0.031047865459249677,0.031047865459249677,0.0,0.031047865459249677,0.0,0.012289780077619664,0.014877102199223804,0.0071151358344113845,0.0,0.028460543337645538,0.019404915912031046,0.0,0.029754204398447608,0.031047865459249677,0.0,0.031047865459249677,0.031047865459249677,0.018758085381630013,0.0,0.031047865459249677,0.031047865459249677,0.0,0.03040103492884864,0.031047865459249677,0.0,0.03040103492884864,0.0,0.03040103492884864,0.0258732212160414,0.031047865459249677,0.005821474773609315,0.0,0.0,0.013583441138421734,0.017464424320827943,0.031047865459249677,0.0,0.02910737386804657,0.010996119016817595,0.0
FT9,0.0,0.021170610211706103,0.026151930261519303,0.024906600249066,0.029887920298879204,0.024906600249066,0.0,0.0,0.028642590286425903,0.019925280199252802,0.0273972602739726,0.0273972602739726,0.0,0.0,0.0,0.028642590286425903,0.023661270236612703,0.0012453300124533001,0.0,0.0,0.0273972602739726,0.023661270236612703,0.0,0.0273972602739726,0.0273972602739726,0.0,0.026151930261519303,0.0,0.008717310087173101,0.0273972602739726,0.012453300124533,0.0,0.024906600249066,0.026151930261519303,0.0,0.029887920298879204,0.026151930261519303,0.0,0.028642590286425903,0.026151930261519303,0.024906600249066,0.0,0.026151930261519303,0.028642590286425903,0.0,0.024906600249066,0.026151930261519303,0.0,0.024906600249066,0.0,0.024906600249066,0.028642590286425903,0.0273972602739726,0.0161892901618929,0.0,0.0,0.028642590286425903,0.0186799501867995,0.0273972602739726,0.0,0.023661270236612703,0.021170610211706103,0.0012453300124533001
FC5,0.0,0.023076923076923078,0.027472527472527472,0.026373626373626374,0.024175824175824177,0.026373626373626374,0.0,0.0,0.027472527472527472,0.02197802197802198,0.027472527472527472,0.027472527472527472,0.0,0.0,0.0,0.026373626373626374,0.025274725274725275,0.0,0.0,0.0,0.027472527472527472,0.025274725274725275,0.0,0.027472527472527472,0.027472527472527472,0.0,0.027472527472527472,0.0,0.012087912087912088,0.025274725274725275,0.012087912087912088,0.0,0.026373626373626374,0.027472527472527472,0.0,0.027472527472527472,0.027472527472527472,0.0,0.027472527472527472,0.027472527472527472,0.026373626373626374,0.0,0.027472527472527472,0.027472527472527472,0.0,0.026373626373626374,0.027472527472527472,0.0,0.026373626373626374,0.0,0.026373626373626374,0.027472527472527472,0.027472527472527472,0.00989010989010989,0.0,0.0,0.023076923076923078,0.020879120879120878,0.027472527472527472,0.0,0.025274725274725275,0.01868131868131868,0.0
FC1,0.05963302752293578,0.0,0.0,0.0,0.0,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,0.05963302752293578,0.05963302752293578,0.0045871559633027525,0.0,0.0,0.05963302752293578,0.05963302752293578,0.05963302752293578,0.0,0.0,0.0,0.0,0.0,0.013761467889908258,0.0,0.03669724770642202,0.009174311926605505,0.0,0.0,0.05963302752293578,0.0,0.0,0.05963302752293578,0.0,0.0,0.05045871559633028,0.0,0.0,0.0,0.0,0.0,0.0,0.03669724770642202,0.0,0.0,0.027522935779816515,0.0,0.05963302752293578,0.0,0.0,0.0,0.009174311926605505,0.05963302752293578,0.05045871559633028,0.0,0.0,0.0,0.05963302752293578,0.0,0.0,0.05045871559633028
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.01699561403508772,0.03344298245614035,0.02631578947368421,0.013706140350877192,0.013706140350877192,0.0,0.0,0.0356359649122807,0.023026315789473683,0.03453947368421053,0.03453947368421053,0.0,0.0,0.0021929824561403508,0.01425438596491228,0.029605263157894735,0.0,0.0,0.0,0.03070175438596491,0.030153508771929825,0.0,0.03289473684210526,0.03453947368421053,0.0,0.02631578947368421,0.0,0.011513157894736841,0.013157894736842105,0.006030701754385965,0.0,0.025219298245614034,0.01644736842105263,0.0,0.03125,0.03234649122807018,0.0,0.03344298245614035,0.03399122807017544,0.015899122807017545,0.0,0.02850877192982456,0.03618421052631579,0.0,0.02850877192982456,0.03344298245614035,0.0,0.03179824561403509,0.0,0.03125,0.023026315789473683,0.02850877192982456,0.006578947368421052,0.0,0.0,0.012609649122807017,0.015899122807017545,0.03453947368421053,0.0,0.027960526315789474,0.00932017543859649,0.0
TP9,0.001367053998632946,0.02323991797676008,0.030758714969241284,0.02734107997265892,0.012303485987696514,0.015037593984962405,0.0,0.0,0.03007518796992481,0.03144224196855776,0.030758714969241284,0.03007518796992481,0.001367053998632946,0.002050580997949419,0.006151742993848257,0.01367053998632946,0.032809295967190705,0.0,0.000683526999316473,0.002050580997949419,0.028024606971975393,0.03212576896787423,0.0,0.028708133971291867,0.030758714969241284,0.0,0.025974025974025976,0.0,0.0177717019822283,0.012987012987012988,0.007518796992481203,0.000683526999316473,0.02734107997265892,0.0177717019822283,0.0,0.025974025974025976,0.02939166097060834,0.0,0.028024606971975393,0.03144224196855776,0.0177717019822283,0.0,0.02734107997265892,0.02939166097060834,0.0,0.03007518796992481,0.03212576896787423,0.0,0.032809295967190705,0.0,0.03212576896787423,0.02050580997949419,0.026657552973342446,0.003417634996582365,0.003417634996582365,0.0,0.01161995898838004,0.02323991797676008,0.030758714969241284,0.0,0.03212576896787423,0.010936431989063569,0.0
