,frontalpole-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,medialorbitofrontal-lh,middletemporal-lh,parahippocampal-lh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.36585365853658536,0.0,0.0,0.21951219512195122,0.0,0.07317073170731707,0.34146341463414637
inferiortemporal-lh,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.14705882352941177,0.058823529411764705,0.0,0.47058823529411764,0.0,0.0,0.3235294117647059
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
middletemporal-lh,0.0,0.21875,0.0625,0.0,0.0,0.0,0.65625,0.0625
parahippocampal-lh,0.0,0.24390243902439024,0.0,0.0,0.36585365853658536,0.0,0.0,0.3902439024390244
