,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.1400189214758751,0.130558183538316,0.09649952696310313,0.12298959318826869,0.12582781456953643,0.1315042573320719,0.12298959318826869,0.12961210974456008
caudalmiddlefrontal-rh,0.13198458574181118,0.13198458574181118,0.09344894026974952,0.1252408477842004,0.128131021194605,0.13198458574181118,0.1252408477842004,0.13198458574181118
parsopercularis-lh,0.13015463917525774,0.12371134020618557,0.12757731958762886,0.12371134020618557,0.12371134020618557,0.12371134020618557,0.12371134020618557,0.12371134020618557
postcentral-rh,0.129,0.129,0.097,0.129,0.129,0.129,0.129,0.129
rostralmiddlefrontal-rh,0.12979351032448377,0.12979351032448377,0.09537856440511308,0.127826941986234,0.12979351032448377,0.12979351032448377,0.127826941986234,0.12979351032448377
superiorparietal-lh,0.13256484149855907,0.13256484149855907,0.09317963496637849,0.12487992315081652,0.12776176753121998,0.13256484149855907,0.12487992315081652,0.13160422670509125
superiortemporal-lh,0.129,0.129,0.097,0.129,0.129,0.129,0.129,0.129
supramarginal-rh,0.13152804642166344,0.13152804642166344,0.09381044487427466,0.12572533849129594,0.1286266924564797,0.13152804642166344,0.12572533849129594,0.13152804642166344
