,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.48717948717948717,0.0,0.0,0.0,0.5128205128205128,0.0,0.0,0.0
parstriangularis-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.0,0.0,0.3333333333333333,0.24358974358974358,0.0,0.07051282051282051,0.3333333333333333,0.019230769230769232
rostralmiddlefrontal-rh,0.0,0.0,0.29838709677419356,0.2903225806451613,0.0,0.08870967741935484,0.29838709677419356,0.024193548387096774
superiorfrontal-rh,0.38461538461538464,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0
superiortemporal-lh,0.0,0.0,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.23255813953488372,0.06976744186046512
superiortemporal-rh,0.0,0.0,0.3231707317073171,0.23170731707317074,0.0,0.06707317073170732,0.3597560975609756,0.018292682926829267
supramarginal-rh,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.2727272727272727
