,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.058912821260941814,0.0017689660702434867,0.008837025503273255,0.013820339426499049,0.015152197794476732,0.004888279487005273,0.030390122155467936,0.02413150332164188,0.005585156432331932,0.030923224054838345,0.013699970924677821,0.019855750474339184,0.013626848010527961,0.011768732830239957,0.005190912013323364,0.01691089623413008,0.0067863786678982515,0.010235161698340708,0.005399469864305022,0.0027362963892274407,0.008475919997809573,0.022628608320641553,0.005925310176609041,0.009541707296544093,0.011342309258570592,0.012558181429141179,0.01001195391235478,0.004816659594617284,0.017437696307318187,0.03005092817207491,0.0578914002672264,0.045628046516459145,0.0,0.0035554613581435025,0.008767325132653441,0.011267266822652559,0.005348801733103609,8.722958827634333e-05,0.007382879111706171,0.01622866922380769,0.02033284217720996,0.03546943027579834,0.010240503763638928,0.03303138410847485,0.005028639989128988,0.03083695422744609,0.007640185572121068,0.012942158217559611,0.02210811007363575,0.00977998151754059,0.023489676811930763,0.03405622764572032,0.02373479611998735,0.006669432709607069,0.014319342651440489,0.022616421168283243,0.0,0.05047442248109126,0.043128104826460026,0.00041519618019514223,0.0041197826492906245
Fz,0.0013487824546774378,0.040933255788502314,0.01675370071023615,0.010218385795673779,0.011497883773347348,0.025628833914644038,0.005400287718214692,0.008035321361936751,0.020110236876534765,0.0100149463363539,0.015301231250126054,0.012106978803347476,0.0187218939939236,0.01439729283015599,0.019478171008835546,0.012664602294537884,0.019140204603293055,0.016651609016669604,0.01610701252807501,0.026318273148471127,0.01882792023903558,0.011701323232667225,0.027679710641837774,0.021700423906599695,0.01787176635244258,0.02064255029034676,0.013853919689520901,0.023254613096369732,0.010384232102832645,0.009169976594377825,0.0013487824546774378,0.001164751245417818,0.03227065449446468,0.026105369274194268,0.017273359085358937,0.022003615819806796,0.021701647254559205,0.02779568072205303,0.022282985511261913,0.01214972985501343,0.012091984524978946,0.008944789645318363,0.021010612708866,0.004580256089710421,0.02222327290545471,0.009325135138620202,0.023623047478795577,0.014998890720971856,0.005191690359389873,0.026621837025584835,0.016894236940016603,0.0037427834869186083,0.011177358342092394,0.021937521966535152,0.023150554127030466,0.005338128416488482,0.029174931153613817,0.0015292510762982283,0.004339223478229531,0.030396683801252905,0.023695894543438276
F7,0.0069388045509307964,0.018431340254429954,0.04624474362846456,0.027521792991062097,0.029537862469756156,0.012637217433729062,0.011764107985038217,0.006453637724401844,0.005274252325747342,0.02802871961925118,0.011933083527767913,0.021484122190102255,0.008535671139491737,0.030377575082724585,0.02167637180095652,0.023708828546868413,0.014909778759446534,0.012602306331542211,0.012027694066730613,0.026998479095655177,0.02469768603489534,0.011759150318120418,0.019367385106587764,0.015355491684395338,0.02458496652848812,0.009021045399782941,0.023206859585597126,0.017124362348614842,0.014482174801942244,0.026746530048025064,0.006491577359517559,0.006243071712340815,0.020912745891981773,0.009074065469414305,0.009115448504983388,0.009526250327745345,0.0168361953660957,0.013672415624242866,0.01941544750930133,0.005227911623260461,0.014225475521156584,0.02678963478382083,0.0067004216713519036,0.009957090251940751,0.010415747043654021,0.013304511103514426,0.017232331621866506,0.019443264376819196,0.009829497744780136,0.02255746744949403,0.018661529500399933,0.015399903252893286,0.017348079661202585,0.023407302830060303,0.010841629300931627,0.013264849768172028,0.02254927381588511,0.004268592702978085,0.008949708928944809,0.0168064493645889,0.018100068536115045
FT9,0.012147580783119966,0.013919431301833249,0.032402473232426204,0.05037834316392839,0.026334512067377656,0.010368641456287245,0.017450477937988748,0.012005980376304399,0.005898064110946292,0.022131434704461144,0.0118992967433664,0.014306269318466755,0.011926597442404898,0.02319129939610385,0.013376346580616736,0.016515516873706733,0.017622894155306996,0.010503153054983373,0.010987066733219444,0.017904571753970318,0.02006982183071692,0.015387869115996336,0.015345394852470773,0.014883216280121576,0.03080051976781517,0.004857415361974461,0.03258754385101552,0.014779051810399575,0.018207457191800884,0.022127392326277334,0.01178552430230896,0.013333872317091175,0.018660027792814643,0.011969071705930461,0.0034051470605466236,0.012187008616709901,0.014648582589887259,0.013273178059142922,0.017443389129869306,0.01008596790937574,0.016369874088707353,0.024727520276334628,0.013015286048053918,0.014966641592204889,0.012447947057734533,0.012740228575981477,0.014743139088273823,0.01438717546733407,0.010714528424363004,0.02338445477106079,0.01550064560880559,0.022236595122431334,0.017774102533458003,0.01627531759032079,0.008827382249624469,0.02153726369663182,0.019792713876957038,0.009577799962036795,0.011996899671688589,0.01755868478589456,0.014318396453018193
FC5,0.01287386392644542,0.01452746741506165,0.03356467670333621,0.025304400496043284,0.04902279170864556,0.00993427124383911,0.01671276163488858,0.011043911310360869,0.0036380031992072977,0.029359297564040786,0.013751644540578426,0.02393382414026968,0.007141006798693129,0.03206703079425835,0.022360276358341428,0.02850304136161163,0.013125359684248208,0.01366970072760064,0.014477999030268609,0.023599440516344203,0.023872838307108797,0.0140820631412953,0.015239283486320292,0.01638895140618604,0.01744213709464246,0.007427432522857415,0.023603405539552806,0.01216412477210557,0.008429639341488946,0.03433936671404555,0.012432991107774616,0.011461749232295981,0.016737873448543064,0.005594458936709167,0.006969566747578315,0.00512658619809407,0.009793796135877192,0.009320447889021644,0.019789997266022093,0.00712552432711668,0.014935298373660767,0.03239990393315197,0.005413011922258356,0.01390212661187634,0.010826967897661618,0.018733224175615033,0.01573566662991153,0.017714024400375204,0.014559942843246396,0.019414075303720777,0.022850617561805273,0.01677978940817686,0.013893630133572192,0.019771493824381946,0.010294144302677033,0.008897512080104041,0.017489150941258746,0.008450597321305844,0.015668072424736307,0.013414806378476193,0.012902940763308505
FC1,0.0031913018646510527,0.029986011770637658,0.01257758224498811,0.00815154584435808,0.007703342450595002,0.04547702762396427,0.010788784429561346,0.012246058978123035,0.023905705502036884,0.006194978515686004,0.012478526840891142,0.00771215481199552,0.01407802620952449,0.009357612318565748,0.017883850845763598,0.00728012600561314,0.021831342557681925,0.013884154258713083,0.015097025214508494,0.02035588554192676,0.015272156953733986,0.011370400281995565,0.029687395422926418,0.02023808992624388,0.015011021029194573,0.020975539561925244,0.010925878001222576,0.027704725656688245,0.010501546067455837,0.006548365362734643,0.002949463896089989,0.0027936301128428454,0.030100684017722888,0.026718633570858078,0.018223070985244314,0.020759246286537837,0.020971858448935156,0.03109302284074836,0.017537826224695137,0.015513437177902614,0.02011293208458082,0.006748484050741355,0.024351343271594748,0.0069100068267913635,0.019989447476095074,0.007498984905205763,0.025380270126764144,0.014087954059709883,0.009169987104949647,0.02846883547432814,0.01733659204790355,0.004979541935685379,0.009481096927051496,0.02108340732742273,0.024997099729159325,0.009621313867310377,0.027005314188571147,0.0034300164646144647,0.0036369396342089176,0.03220315727945672,0.028430239562371437
C3,0.02904892122727666,0.0073474479858181545,0.015435325648878551,0.0184301863282807,0.01677814631789854,0.01381365256355837,0.05889470862594469,0.02262313716754322,0.005836047274848358,0.02273285453281937,0.014724327309973138,0.01646372574864064,0.011733938417969152,0.013955401881119213,0.013144565338459122,0.016587968494259746,0.010940053438176556,0.01283572657474786,0.012300761256789187,0.007280577321073321,0.01535802081353801,0.01738837086632413,0.013920943746309984,0.0145656264295448,0.018812413149008583,0.009771949625727252,0.01903947528998114,0.013049753931176845,0.012524842206162973,0.02601214943406835,0.02799108978917774,0.029580350344562318,0.006827008048202443,0.0070430810095050535,0.01098196455198272,0.004284226045871786,0.008464142100590733,0.005988230763004909,0.01530362992426251,0.010593775348057291,0.021608707439049857,0.029115791892021493,0.010326847698152194,0.022841636311370365,0.012754885538734306,0.02932534746105232,0.009043444714880104,0.01883383649927424,0.01838026722640336,0.02289956340131888,0.022374096667230767,0.022035826565182676,0.016628389012266525,0.014603065755952806,0.009450631086546656,0.014357561456313363,0.007351919773216316,0.025998179062799623,0.028968080191263103,0.006607953895301059,0.008085451480535863
T7,0.020340016016977897,0.010404573876981398,0.007959003341873485,0.01091717933346895,0.01086585335230636,0.013910240633376512,0.021177549696841352,0.05513894945082018,0.010703205203235753,0.0031047515425808928,0.02062102065169355,0.008553157807475141,0.022015451451470117,0.002821006795723495,0.00495616761208715,0.004000277446578651,0.014321748220992416,0.02148677339689739,0.009370692758423452,0.005358268844589591,0.016930334979936245,0.019841111121199087,0.0123974533479549,0.021410336537301476,0.015192981190479755,0.013062932523634285,0.014505581117666387,0.009751241168557221,0.026213262355431477,0.007480097175009817,0.019756453925177928,0.017496270380197514,0.008109505023688884,0.017698098043175497,0.008017813509930699,0.02422897129564853,0.019215997478115296,0.013337270915378221,0.02305362677562334,0.03204651123605477,0.028433448442581603,0.007583567081257903,0.023500019671551346,0.0294645894489978,0.023317004718800285,0.01697188653122006,0.017297182829361275,0.007466764689066388,0.013295719364094405,0.023489059222984353,0.019805039794198766,0.025927145571197643,0.021973899900186302,0.014757180668353432,0.02189316883499511,0.0229932625141126,0.0082494143317026,0.02175599963912314,0.013481106354221901,0.008740098891056168,0.01183270396638185
TP9,0.004748619372131027,0.02541797900078727,0.006876018896574226,0.00548299755314441,0.003758256309704526,0.02483110390803067,0.005702890977560967,0.010249558942690397,0.04380722453480653,0.0020696065232612033,0.01517280185136729,0.006312089881002941,0.02452191524087262,0.006777752645125252,0.023321459451403632,0.00793794260649391,0.02889896372922654,0.01364959717059571,0.018595371312124624,0.023043565603638433,0.01712098862382756,0.016512411986885526,0.023191898380561807,0.018868468522286113,0.013909341578779301,0.029544254089665076,0.014101907132740127,0.025027636410928616,0.012955484817682657,0.00268339464214024,0.004672469509200781,0.004520169783340288,0.02711580721810472,0.030780179069630688,0.029132002533454347,0.023267425976992114,0.02360811688570966,0.0326348962282457,0.01987677360212757,0.015920740256525217,0.011996831418982301,0.0007614986293024672,0.0345970580691838,0.002987994093861227,0.021130848021674788,0.007095912320990781,0.022617753823283158,0.013582625738539588,0.004721498923841944,0.020306344909253322,0.013506475875609342,0.00600290121384489,0.010496365393229387,0.019733444884974555,0.023930865777012252,0.0067328976015878575,0.026027177904229246,0.0054608811646256845,0.005868336083232707,0.028016252771289787,0.02780595262208065
CP5,0.024872894403198398,0.011958874724154184,0.030552405977809075,0.02105576958677462,0.028632848255561914,0.007071469307783119,0.019189927825451376,0.0031560169696681073,0.0018961547449215539,0.05118518279884668,0.012325163418146656,0.027158740819438035,0.005385789618789428,0.03221845284492662,0.018100329555941055,0.031347967139185036,0.009158151134443276,0.010524978388721936,0.012830457626837717,0.02161368255944765,0.021961750780819037,0.011184989038535658,0.015627726213412275,0.014801221763811784,0.017486027663836598,0.010883726771815486,0.01583097611075433,0.011654472606610775,0.008385992950392926,0.04288652205610972,0.023754395499344834,0.025464108470290358,0.011556460237232655,0.003333821235803264,0.010898177088987108,0.0015336362063785428,0.007029845857836426,0.004481220774000074,0.013138945052143702,0.001943275851885883,0.011549235078646844,0.04707747587742489,0.000870170553428472,0.016880363279573016,0.005538148253717689,0.023632980152641106,0.009832296949115507,0.022681290200887425,0.01879787834793889,0.017326443870322526,0.022837103838952034,0.01644386565360372,0.015268662678005612,0.017380790135872667,0.009110714875165835,0.012337886233750105,0.012426630790661126,0.020263033123908786,0.029078613693998306,0.0075048270829291795,0.0090890393994084
