,Fp1,F7,P4,TP10,CP2,F8,Fp2,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.25,0.0,0.375,0.0,0.375,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.13333333333333333,0.0,0.4,0.0,0.4666666666666667,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.11764705882352941,0.0,0.35294117647058826,0.0,0.5294117647058824,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
