,Fp1,F7,FT9,P4,Fp2,F5,F6,AF8
Fp1,0.4375,0.125,0.0,0.0,0.4375,0.0,0.0,0.0
F7,0.2,0.34,0.08,0.0,0.22,0.16,0.0,0.0
FT9,0.0,0.24,0.48,0.0,0.0,0.28,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.43283582089552236,0.13432835820895522,0.0,0.0,0.43283582089552236,0.0,0.0,0.0
F5,0.037037037037037035,0.37037037037037035,0.18518518518518517,0.0,0.07407407407407407,0.3333333333333333,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
