,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.8235294117647058,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0
inferiorparietal-rh,0.0,0.2765957446808511,0.0,0.23404255319148937,0.2127659574468085,0.0,0.2765957446808511,0.0
parsopercularis-lh,0.0,0.0,0.4339622641509434,0.0,0.0,0.0,0.1320754716981132,0.4339622641509434
postcentral-rh,0.015384615384615385,0.2,0.0,0.27692307692307694,0.24615384615384617,0.015384615384615385,0.24615384615384617,0.0
superiorfrontal-lh,0.0,0.15789473684210525,0.0,0.21052631578947367,0.4342105263157895,0.0,0.19736842105263158,0.0
superiorparietal-lh,0.36363636363636365,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0
superiorparietal-rh,0.0,0.1728395061728395,0.08641975308641975,0.1728395061728395,0.16049382716049382,0.0,0.32098765432098764,0.08641975308641975
superiortemporal-lh,0.0,0.0,0.43137254901960786,0.0,0.0,0.0,0.13725490196078433,0.43137254901960786
