,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.30434782608695654,0.0,0.16304347826086957,0.010869565217391304,0.14130434782608695,0.16304347826086957,0.18478260869565216,0.03260869565217391
caudalmiddlefrontal-rh,0.0,0.68,0.0,0.0,0.0,0.32,0.0,0.0
inferiorparietal-rh,0.2,0.0,0.3076923076923077,0.0,0.15384615384615385,0.16923076923076924,0.16923076923076924,0.0
parsopercularis-lh,0.08823529411764706,0.0,0.0,0.4411764705882353,0.0,0.0,0.0,0.47058823529411764
superiorfrontal-lh,0.16666666666666666,0.0,0.15384615384615385,0.0,0.38461538461538464,0.16666666666666666,0.1282051282051282,0.0
superiorfrontal-rh,0.1827956989247312,0.08602150537634409,0.13978494623655913,0.0,0.13978494623655913,0.3333333333333333,0.11827956989247312,0.0
superiorparietal-rh,0.2923076923076923,0.0,0.16923076923076924,0.0,0.12307692307692308,0.13846153846153847,0.27692307692307694,0.0
superiortemporal-lh,0.08108108108108109,0.0,0.0,0.40540540540540543,0.0,0.0,0.0,0.5135135135135135
