,T7,P7,O1,Oz,T8,Fp2,F1,PO3
T7,0.5333333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,0.2,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.3950617283950617,0.0,0.0,0.0,0.0,0.38271604938271603,0.2222222222222222,0.0
F1,0.3582089552238806,0.0,0.0,0.0,0.0,0.29850746268656714,0.34328358208955223,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
