,Fp1,T7,T8,FT10,Fp2,F1,PO7,AF4
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.3548387096774194,0.0,0.0,0.0,0.25806451612903225,0.3870967741935484,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.11392405063291139,0.0,0.0,0.0,0.7721518987341772,0.11392405063291139,0.0
PO7,0.0,0.3235294117647059,0.0,0.0,0.0,0.23529411764705882,0.4411764705882353,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
