,T7,P7,O1,Oz,T8,Fp2,F1,PO3
T7,0.330188679245283,0.0,0.0,0.0,0.0,0.0,0.33490566037735847,0.33490566037735847
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.3242009132420091,0.0,0.0,0.0,0.0,0.0,0.3424657534246575,0.3333333333333333
PO3,0.32558139534883723,0.0,0.0,0.0,0.0,0.0,0.3395348837209302,0.33488372093023255
