,T7,P7,O1,Oz,T8,Fp2,F1,PO3
T7,0.3247483718176436,0.21758436944937834,0.06216696269982238,0.0852575488454707,0.0,0.03137951450562463,0.12640615748963885,0.15245707519242155
P7,0.2708333333333333,0.3638392857142857,0.04092261904761905,0.078125,0.0,0.011904761904761904,0.08816964285714286,0.14620535714285715
O1,0.07630813953488372,0.03997093023255814,0.37318313953488375,0.28815406976744184,0.0,0.06395348837209303,0.12790697674418605,0.030523255813953487
Oz,0.08731617647058823,0.06372549019607843,0.24387254901960784,0.33088235294117646,0.0,0.05545343137254902,0.1565563725490196,0.06219362745098039
T8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.07759882869692533,0.02342606149341142,0.13030746705710103,0.13323572474377746,0.0,0.4751098096632504,0.1061493411420205,0.05417276720351391
F1,0.14582623509369677,0.08074957410562181,0.12061328790459966,0.17614991482112435,0.0,0.05008517887563884,0.31959114139693356,0.10698466780238501
PO3,0.20441988950276244,0.15588003157063932,0.03314917127071823,0.08208366219415943,0.0,0.02920284135753749,0.12470402525651145,0.3705603788476717
