,T7,P7,O1,Oz,T8,Fp2,F1,PO3
T7,0.32,0.36,0.0,0.0,0.0,0.0,0.0,0.32
P7,0.07766990291262135,0.8446601941747572,0.0,0.0,0.0,0.0,0.0,0.07766990291262135
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.32,0.36,0.0,0.0,0.0,0.0,0.0,0.32
