,Fp1,FT9,T7,O1,Fp2,F1,PO7,CPz
Fp1,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3717277486910995,0.0,0.3612565445026178,0.0,0.0,0.0,0.2670157068062827
T7,0.06779661016949153,0.0,0.9322033898305084,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.3670212765957447,0.0,0.3617021276595745,0.0,0.0,0.0,0.2712765957446808
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.3355263157894737,0.0,0.3355263157894737,0.0,0.0,0.0,0.32894736842105265
