,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
parstriangularis-rh,0.2786885245901639,0.02459016393442623,0.11475409836065574,0.2786885245901639,0.00819672131147541,0.0,0.09016393442622951,0.20491803278688525
postcentral-lh,0.0,0.5909090909090909,0.045454545454545456,0.022727272727272728,0.18181818181818182,0.0,0.1590909090909091,0.0
postcentral-rh,0.14285714285714285,0.1,0.2857142857142857,0.17142857142857143,0.04285714285714286,0.0,0.1,0.15714285714285714
precentral-rh,0.25,0.044642857142857144,0.125,0.29464285714285715,0.017857142857142856,0.0,0.08928571428571429,0.17857142857142858
rostralmiddlefrontal-rh,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiorparietal-rh,0.1232876712328767,0.1095890410958904,0.1095890410958904,0.1232876712328767,0.0273972602739726,0.0,0.3835616438356164,0.1232876712328767
superiortemporal-rh,0.23809523809523808,0.0380952380952381,0.14285714285714285,0.22857142857142856,0.009523809523809525,0.0,0.10476190476190476,0.23809523809523808
