,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
parstriangularis-rh,0.5357142857142857,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.42857142857142855
postcentral-lh,0.0,0.6428571428571429,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.0
postcentral-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.4878048780487805,0.5121951219512195,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.40384615384615385,0.5961538461538461,0.0,0.0,0.0
superiorparietal-lh,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.7307692307692307,0.0,0.038461538461538464
superiorparietal-rh,0.0,0.15625,0.0,0.0,0.0,0.0,0.71875,0.125
superiortemporal-lh,0.24444444444444444,0.0,0.022222222222222223,0.0,0.0,0.0,0.06666666666666667,0.6666666666666666
