,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.23660714285714285,0.0,0.13839285714285715,0.21875,0.19642857142857142,0.0,0.044642857142857144,0.16517857142857142
parstriangularis-rh,0.0,0.6166666666666667,0.0,0.0,0.0,0.38333333333333336,0.0,0.0
postcentral-lh,0.18674698795180722,0.0,0.21084337349397592,0.19879518072289157,0.20481927710843373,0.0,0.0,0.19879518072289157
postcentral-rh,0.2191780821917808,0.0,0.1506849315068493,0.2237442922374429,0.2009132420091324,0.0,0.0319634703196347,0.1735159817351598
superiorparietal-rh,0.21182266009852216,0.0,0.16748768472906403,0.20689655172413793,0.22660098522167488,0.0,0.0,0.18719211822660098
superiortemporal-lh,0.0,0.49019607843137253,0.0,0.0,0.0,0.5098039215686274,0.0,0.0
superiortemporal-rh,0.2972972972972973,0.0,0.0,0.21621621621621623,0.0,0.0,0.4864864864864865,0.0
supramarginal-lh,0.19786096256684493,0.0,0.17647058823529413,0.20855614973262032,0.21390374331550802,0.0,0.0,0.20320855614973263
