,FC5,C3,Pz,O1,Oz,FT7,PO3,AF8
FC5,0.25,0.21875,0.03125,0.0,0.03125,0.15625,0.125,0.1875
C3,0.06493506493506493,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.05194805194805195,0.3116883116883117
Pz,0.04,0.0,0.44,0.05333333333333334,0.4666666666666667,0.0,0.0,0.0
O1,0.06666666666666667,0.0,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.0,0.0,0.0
Oz,0.0379746835443038,0.0,0.4430379746835443,0.05063291139240506,0.46835443037974683,0.0,0.0,0.0
FT7,0.04411764705882353,0.27941176470588236,0.0,0.0,0.0,0.3088235294117647,0.029411764705882353,0.3382352941176471
PO3,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525,0.21052631578947367
AF8,0.04081632653061224,0.22448979591836735,0.0,0.0,0.0,0.23469387755102042,0.030612244897959183,0.46938775510204084
