,F7,C3,Pz,T8,AF7,FT7,FC3,P6
F7,0.22950819672131148,0.0,0.26229508196721313,0.2459016393442623,0.0,0.26229508196721313,0.0,0.0
C3,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0
Pz,0.15384615384615385,0.0,0.2980769230769231,0.23076923076923078,0.0,0.3173076923076923,0.0,0.0
T8,0.17582417582417584,0.0,0.27472527472527475,0.26373626373626374,0.0,0.2857142857142857,0.0,0.0
AF7,0.0,0.15294117647058825,0.0,0.0,0.4470588235294118,0.011764705882352941,0.38823529411764707,0.0
FT7,0.13675213675213677,0.0,0.2905982905982906,0.2222222222222222,0.0,0.3504273504273504,0.0,0.0
FC3,0.0,0.16666666666666666,0.0,0.0,0.4230769230769231,0.01282051282051282,0.3974358974358974,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
