,bankssts-rh,parsorbitalis-rh,parstriangularis-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.5625,0.23958333333333334,0.010416666666666666,0.07291666666666667,0.11458333333333333,0.0,0.0
parstriangularis-rh,0.0,0.3246753246753247,0.6753246753246753,0.0,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.48623853211009177,0.3211009174311927,0.1926605504587156,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.04132231404958678,0.0,0.32231404958677684,0.3884297520661157,0.24793388429752067,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.06040268456375839,0.0,0.174496644295302,0.22818791946308725,0.5369127516778524,0.0,0.0
temporalpole-lh,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.9642857142857143,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
