,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,parsorbitalis-rh,supramarginal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.6721991701244814,0.08298755186721991,0.06639004149377593,0.03734439834024896,0.07883817427385892,0.0,0.012448132780082987,0.04979253112033195
frontalpole-rh,0.11363636363636363,0.7159090909090909,0.0,0.17045454545454544,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.06862745098039216,0.0,0.35784313725490197,0.0,0.18137254901960784,0.0,0.18627450980392157,0.20588235294117646
parsorbitalis-rh,0.041916167664670656,0.17964071856287425,0.0,0.7664670658682635,0.011976047904191617,0.0,0.0,0.0
supramarginal-rh,0.0815450643776824,0.0,0.1888412017167382,0.0,0.3261802575107296,0.0,0.1459227467811159,0.2575107296137339
temporalpole-lh,0.006369426751592357,0.0,0.0,0.0,0.0,0.9872611464968153,0.006369426751592357,0.0
temporalpole-rh,0.004347826086956522,0.0,0.16521739130434782,0.0,0.1391304347826087,0.0,0.5173913043478261,0.17391304347826086
transversetemporal-rh,0.03861003861003861,0.0,0.18532818532818532,0.0,0.22007722007722008,0.0,0.16216216216216217,0.3938223938223938
