,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-lh
caudalanteriorcingulate-lh,0.3698630136986301,0.2054794520547945,0.0319634703196347,0.0502283105022831,0.0,0.0,0.1415525114155251,0.2009132420091324
entorhinal-lh,0.31543624161073824,0.40939597315436244,0.013422818791946308,0.03355704697986577,0.0,0.0,0.06040268456375839,0.16778523489932887
frontalpole-lh,0.08088235294117647,0.029411764705882353,0.3161764705882353,0.2647058823529412,0.0,0.0,0.25,0.058823529411764705
medialorbitofrontal-lh,0.09395973154362416,0.04697986577181208,0.24161073825503357,0.3221476510067114,0.0,0.0,0.24161073825503357,0.053691275167785234
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.18888888888888888,0.06111111111111111,0.16666666666666666,0.17222222222222222,0.0,0.0,0.3,0.1111111111111111
temporalpole-lh,0.2709677419354839,0.16129032258064516,0.025806451612903226,0.03870967741935484,0.0,0.0,0.1032258064516129,0.4
