,bankssts-lh,entorhinal-lh,fusiform-lh,inferiortemporal-lh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
bankssts-lh,0.7719298245614035,0.10526315789473684,0.0,0.0,0.0,0.0,0.12280701754385964,0.0
entorhinal-lh,0.020833333333333332,0.3958333333333333,0.10416666666666667,0.08854166666666667,0.09895833333333333,0.06770833333333333,0.22395833333333334,0.0
fusiform-lh,0.0,0.16551724137931034,0.2896551724137931,0.027586206896551724,0.08275862068965517,0.21379310344827587,0.2206896551724138,0.0
inferiortemporal-lh,0.0,0.17333333333333334,0.02666666666666667,0.44,0.14666666666666667,0.0,0.21333333333333335,0.0
middletemporal-lh,0.0,0.21794871794871795,0.1282051282051282,0.16666666666666666,0.24358974358974358,0.01282051282051282,0.23076923076923078,0.0
parahippocampal-lh,0.0,0.13821138211382114,0.2845528455284553,0.0,0.024390243902439025,0.3821138211382114,0.17073170731707318,0.0
parahippocampal-rh,0.0196078431372549,0.16862745098039217,0.10980392156862745,0.0784313725490196,0.0784313725490196,0.06666666666666667,0.47843137254901963,0.0
temporalpole-lh,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091
