,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.12442396313364056,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.10599078341013825,0.12442396313364056
caudalmiddlefrontal-rh,0.12093023255813953,0.13023255813953488,0.13488372093023257,0.13023255813953488,0.12558139534883722,0.13023255813953488,0.10697674418604651,0.12093023255813953
postcentral-rh,0.12162162162162163,0.13063063063063063,0.13513513513513514,0.13063063063063063,0.12612612612612611,0.13063063063063063,0.1036036036036036,0.12162162162162163
precentral-lh,0.12093023255813953,0.13023255813953488,0.13488372093023257,0.13023255813953488,0.12558139534883722,0.13023255813953488,0.10697674418604651,0.12093023255813953
rostralmiddlefrontal-lh,0.12149532710280374,0.1308411214953271,0.1308411214953271,0.1308411214953271,0.1261682242990654,0.1308411214953271,0.10747663551401869,0.12149532710280374
superiorfrontal-rh,0.12444444444444444,0.1288888888888889,0.13777777777777778,0.1288888888888889,0.12444444444444444,0.13333333333333333,0.10222222222222223,0.12
superiortemporal-lh,0.12154696132596685,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.12154696132596685,0.12154696132596685
superiortemporal-rh,0.12380952380952381,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.10952380952380952,0.12380952380952381
