,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0.0
parsopercularis-lh,0.0,0.5294117647058824,0.0,0.0,0.0,0.47058823529411764,0.0,0.0
postcentral-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
precentral-lh,0.0,0.0,0.0,0.8846153846153846,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiortemporal-lh,0.0,0.32653061224489793,0.0,0.0,0.0,0.6326530612244898,0.02040816326530612,0.02040816326530612
superiortemporal-rh,0.45714285714285713,0.0,0.0,0.0,0.0,0.05714285714285714,0.45714285714285713,0.02857142857142857
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4
