,Fp1,F8,Fp2,AF7,AF3,AFz,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.15
Fp2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.3888888888888889,0.16666666666666666
AF8,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727
