,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.14814814814814814
frontalpole-lh,0.16666666666666666,0.16666666666666666,0.1,0.13333333333333333,0.1,0.1,0.06666666666666667,0.16666666666666666
lateralorbitofrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
medialorbitofrontal-lh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565
medialorbitofrontal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralmiddlefrontal-lh,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.14814814814814814
