,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.125,0.125,0.125,0.14583333333333334,0.125,0.125,0.10416666666666667,0.125
frontalpole-lh,0.13725490196078433,0.13725490196078433,0.11764705882352941,0.13725490196078433,0.11764705882352941,0.11764705882352941,0.09803921568627451,0.13725490196078433
lateralorbitofrontal-lh,0.09090909090909091,0.09090909090909091,0.1590909090909091,0.11363636363636363,0.13636363636363635,0.1590909090909091,0.1590909090909091,0.09090909090909091
medialorbitofrontal-lh,0.10416666666666667,0.10416666666666667,0.14583333333333334,0.125,0.14583333333333334,0.14583333333333334,0.125,0.10416666666666667
medialorbitofrontal-rh,0.09090909090909091,0.09090909090909091,0.1590909090909091,0.11363636363636363,0.13636363636363635,0.1590909090909091,0.1590909090909091,0.09090909090909091
rostralanteriorcingulate-lh,0.09090909090909091,0.09090909090909091,0.1590909090909091,0.11363636363636363,0.13636363636363635,0.1590909090909091,0.1590909090909091,0.09090909090909091
rostralanteriorcingulate-rh,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.08333333333333333
rostralmiddlefrontal-lh,0.125,0.125,0.125,0.14583333333333334,0.125,0.125,0.10416666666666667,0.125
