,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.17647058823529413,0.18382352941176472,0.11764705882352941,0.09558823529411764,0.16176470588235295,0.04411764705882353,0.051470588235294115,0.16911764705882354
inferiorparietal-rh,0.17518248175182483,0.1897810218978102,0.11678832116788321,0.0948905109489051,0.16058394160583941,0.043795620437956206,0.051094890510948905,0.1678832116788321
parstriangularis-rh,0.15454545454545454,0.15454545454545454,0.14545454545454545,0.11818181818181818,0.15454545454545454,0.05454545454545454,0.06363636363636363,0.15454545454545454
postcentral-rh,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.13541666666666666,0.14583333333333334,0.0625,0.07291666666666667,0.14583333333333334
superiorparietal-rh,0.17293233082706766,0.17293233082706766,0.12030075187969924,0.09774436090225563,0.16541353383458646,0.045112781954887216,0.05263157894736842,0.17293233082706766
superiortemporal-lh,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.10909090909090909,0.12727272727272726,0.12727272727272726
superiortemporal-rh,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.09836065573770492,0.11475409836065574,0.13114754098360656
supramarginal-rh,0.17777777777777778,0.17777777777777778,0.11851851851851852,0.0962962962962963,0.16296296296296298,0.044444444444444446,0.05185185185185185,0.17037037037037037
