,FC5,C3,Pz,O1,Fp2,FT7,PO3,PO8
FC5,0.2542372881355932,0.23728813559322035,0.2542372881355932,0.2542372881355932,0.0,0.0,0.0,0.0
C3,0.25217391304347825,0.24347826086956523,0.25217391304347825,0.25217391304347825,0.0,0.0,0.0,0.0
Pz,0.2421875,0.2265625,0.265625,0.265625,0.0,0.0,0.0,0.0
O1,0.24603174603174602,0.23015873015873015,0.2619047619047619,0.2619047619047619,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.3972602739726027,0.410958904109589,0.1917808219178082
PO3,0.0,0.0,0.0,0.0,0.0,0.375,0.45,0.175
PO8,0.0,0.0,0.0,0.0,0.0,0.34146341463414637,0.34146341463414637,0.3170731707317073
