,FC5,C3,Pz,O1,Fp2,FT7,PO3,PO8
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.2638888888888889,0.375
PO3,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.36
PO8,0.0,0.0,0.0,0.0,0.0,0.30337078651685395,0.2808988764044944,0.4157303370786517
