,entorhinal-lh,entorhinal-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh
entorhinal-lh,0.2,0.0,0.2,0.0,0.0,0.0,0.3,0.3
entorhinal-rh,0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
fusiform-lh,0.0,0.0,0.47058823529411764,0.0,0.0,0.11764705882352941,0.35294117647058826,0.058823529411764705
inferiortemporal-lh,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0
parahippocampal-lh,0.09523809523809523,0.0,0.38095238095238093,0.0,0.0,0.0,0.38095238095238093,0.14285714285714285
parahippocampal-rh,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.25
