,entorhinal-lh,entorhinal-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh
entorhinal-lh,0.28205128205128205,0.0,0.05128205128205128,0.23076923076923078,0.0,0.0,0.2564102564102564,0.1794871794871795
entorhinal-rh,0.0,0.6153846153846154,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0
fusiform-lh,0.0,0.0,0.47058823529411764,0.0,0.0,0.11764705882352941,0.35294117647058826,0.058823529411764705
inferiortemporal-lh,0.3055555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1388888888888889
isthmuscingulate-rh,0.0,0.23529411764705882,0.0,0.0,0.7647058823529411,0.0,0.0,0.0
lingual-lh,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0
parahippocampal-lh,0.18604651162790697,0.0,0.18604651162790697,0.13953488372093023,0.0,0.0,0.32558139534883723,0.16279069767441862
parahippocampal-rh,0.20833333333333334,0.0,0.125,0.125,0.0,0.0,0.2916666666666667,0.25
