,F7,CP2,FT10,F8,AF7,PO7,PO3,AF8
F7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.6877729257641921,0.31222707423580787,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.4458204334365325,0.5541795665634675,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
