,TP9,TP10,FT10,F8,AF7,PO7,PO3,FT8
TP9,0.9154929577464789,0.0,0.0,0.0,0.0,0.0,0.0,0.08450704225352113
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.1187214611872146,0.0,0.0,0.0,0.0,0.0,0.0,0.8812785388127854
