,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.32558139534883723,0.1413237924865832,0.0,0.0,0.2146690518783542,0.17889087656529518,0.0,0.13953488372093023
frontalpole-rh,0.16041666666666668,0.325,0.0,0.0,0.12083333333333333,0.15625,0.0,0.2375
inferiorparietal-rh,0.0,0.0,0.5742574257425742,0.42574257425742573,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.35135135135135137,0.5795795795795796,0.0,0.0,0.06906906906906907,0.0
medialorbitofrontal-lh,0.2224168126094571,0.11558669001751314,0.0,0.0,0.30122591943957966,0.19964973730297722,0.0,0.16112084063047286
medialorbitofrontal-rh,0.16695652173913045,0.15130434782608695,0.0,0.0,0.18956521739130436,0.30434782608695654,0.0,0.18782608695652173
parahippocampal-lh,0.0,0.0,0.0,0.13432835820895522,0.0,0.0,0.8656716417910447,0.0
rostralanteriorcingulate-rh,0.14233576642335766,0.21350364963503649,0.0,0.0,0.15328467153284672,0.17883211678832117,0.0,0.31204379562043794
