,cuneus-rh,frontalpole-rh,inferiorparietal-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-rh
cuneus-rh,0.24390243902439024,0.14634146341463414,0.0,0.25609756097560976,0.0,0.0,0.21951219512195122,0.13414634146341464
frontalpole-rh,0.09523809523809523,0.20952380952380953,0.09523809523809523,0.14285714285714285,0.0,0.01904761904761905,0.21904761904761905,0.21904761904761905
inferiorparietal-rh,0.0,0.08,0.28,0.01,0.18,0.22,0.11,0.12
insula-lh,0.1891891891891892,0.15315315315315314,0.02702702702702703,0.27927927927927926,0.0,0.0,0.2072072072072072,0.14414414414414414
isthmuscingulate-rh,0.0,0.0,0.32,0.0,0.34,0.34,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.30303030303030304,0.0,0.2727272727272727,0.3181818181818182,0.045454545454545456,0.06060606060606061
parahippocampal-lh,0.11764705882352941,0.16911764705882354,0.09558823529411764,0.15441176470588236,0.007352941176470588,0.03676470588235294,0.22794117647058823,0.19117647058823528
pericalcarine-rh,0.0782608695652174,0.1826086956521739,0.12173913043478261,0.12173913043478261,0.017391304347826087,0.05217391304347826,0.20869565217391303,0.21739130434782608
