,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,parsopercularis-rh,parsorbitalis-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.6255144032921811,0.16872427983539096,0.0,0.0,0.0,0.0,0.13168724279835392,0.07407407407407407
medialorbitofrontal-rh,0.26011560693641617,0.7167630057803468,0.0,0.0,0.023121387283236993,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.9171597633136095,0.0,0.08284023668639054,0.0,0.0,0.0
parsopercularis-rh,0.0,0.00823045267489712,0.0,0.7325102880658436,0.25925925925925924,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.022813688212927757,0.053231939163498096,0.25475285171102663,0.6083650190114068,0.0,0.026615969581749048,0.034220532319391636
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.175,0.0,0.0,0.0,0.04375,0.0,0.625,0.15625
rostralanteriorcingulate-rh,0.05025125628140704,0.0,0.0,0.0,0.05527638190954774,0.0,0.12562814070351758,0.7688442211055276
