,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.16666666666666666,0.16091954022988506,0.15517241379310345,0.16091954022988506,0.16666666666666666,0.005747126436781609,0.16091954022988506,0.022988505747126436
parstriangularis-rh,0.11646586345381527,0.23293172690763053,0.11646586345381527,0.14457831325301204,0.12048192771084337,0.04819277108433735,0.14457831325301204,0.07630522088353414
postcentral-rh,0.15591397849462366,0.16666666666666666,0.15591397849462366,0.16666666666666666,0.16129032258064516,0.005376344086021506,0.16666666666666666,0.021505376344086023
precentral-lh,0.14146341463414633,0.17560975609756097,0.14146341463414633,0.17073170731707318,0.14634146341463414,0.03414634146341464,0.17073170731707318,0.01951219512195122
precentral-rh,0.16292134831460675,0.16292134831460675,0.15730337078651685,0.16292134831460675,0.16853932584269662,0.0,0.16292134831460675,0.02247191011235955
rostralmiddlefrontal-lh,0.019230769230769232,0.25,0.019230769230769232,0.1346153846153846,0.0,0.4423076923076923,0.1346153846153846,0.0
superiorparietal-lh,0.1380952380952381,0.1761904761904762,0.14285714285714285,0.17142857142857143,0.14761904761904762,0.03333333333333333,0.17142857142857143,0.01904761904761905
superiortemporal-rh,0.05128205128205128,0.2564102564102564,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.48717948717948717
