,FC5,TP9,O1,FT10,F8,AF7,TP7,POz
FC5,0.5303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.4696969696969697
TP9,0.0,0.5107296137339056,0.0,0.0,0.0,0.0,0.4892703862660944,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.5010989010989011,0.0,0.0,0.0,0.0,0.4989010989010989,0.0
POz,0.32887700534759357,0.0,0.0,0.0,0.0,0.0,0.0,0.6711229946524064
