,FT9,FC5,TP9,CP5,TP10,F8,TP7,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.562962962962963,0.0,0.43703703703703706,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.2510460251046025,0.0,0.7489539748953975,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.546875,0.0,0.453125,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.48355263157894735,0.0,0.5164473684210527,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
