,Fp1,F7,FT9,Oz,TP10,TP7,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.640926640926641,0.0,0.0,0.3590733590733591,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.14136904761904762,0.0,0.0,0.6502976190476191,0.20089285714285715,0.00744047619047619,0.0
TP7,0.0,0.0,0.0,0.0,0.3672922252010724,0.4906166219839142,0.14209115281501342,0.0
F6,0.0,0.0,0.0,0.0,0.03535353535353535,0.2777777777777778,0.6868686868686869,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
