,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.3382352941176471,0.3382352941176471,0.0,0.0,0.0,0.0,0.0,0.3235294117647059
frontalpole-rh,0.3382352941176471,0.3382352941176471,0.0,0.0,0.0,0.0,0.0,0.3235294117647059
fusiform-lh,0.0,0.0,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.21212121212121213,0.36363636363636365,0.2727272727272727,0.15151515151515152,0.0,0.0
lingual-lh,0.0,0.0,0.12121212121212122,0.3333333333333333,0.3333333333333333,0.21212121212121213,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-rh,0.3380281690140845,0.3380281690140845,0.0,0.0,0.0,0.0,0.0,0.323943661971831
