,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
parsopercularis-lh,0.0,0.20253164556962025,0.189873417721519,0.10759493670886076,0.13924050632911392,0.18354430379746836,0.17721518987341772,0.0
parstriangularis-rh,0.0,0.1949685534591195,0.1949685534591195,0.11320754716981132,0.13836477987421383,0.18238993710691823,0.1761006289308176,0.0
postcentral-lh,0.0,0.1650485436893204,0.17475728155339806,0.1650485436893204,0.1650485436893204,0.1650485436893204,0.1650485436893204,0.0
precentral-lh,0.0,0.15602836879432624,0.15602836879432624,0.12056737588652482,0.19858156028368795,0.15602836879432624,0.2127659574468085,0.0
rostralmiddlefrontal-lh,0.0,0.19205298013245034,0.18543046357615894,0.11258278145695365,0.1456953642384106,0.18543046357615894,0.17880794701986755,0.0
superiortemporal-lh,0.0,0.16,0.16,0.09714285714285714,0.17142857142857143,0.16,0.25142857142857145,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.9444444444444444
