,Fz,TP9,P3,Fp2,AF7,AFz,F6,AF4
Fz,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.0,0.0
AF7,0.0,0.0,0.0,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.0,0.0
AFz,0.0,0.0,0.0,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.0,0.0
F6,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25
AF4,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727
