,Fp1,Fz,FC1,CP6,C4,F4,Fp2,PO4
Fp1,0.45962732919254656,0.0,0.0,0.19254658385093168,0.0,0.0,0.34782608695652173,0.0
Fz,0.0,0.41935483870967744,0.16129032258064516,0.0,0.41935483870967744,0.0,0.0,0.0
FC1,0.0,0.3358208955223881,0.3283582089552239,0.0,0.3358208955223881,0.0,0.0,0.0
CP6,0.08841463414634146,0.0,0.0,0.7195121951219512,0.0,0.0,0.19207317073170732,0.0
C4,0.0,0.2804878048780488,0.10975609756097561,0.0,0.6097560975609756,0.0,0.0,0.0
F4,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Fp2,0.25,0.0,0.0,0.3,0.0,0.0,0.45,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
